;article_id;positive_avg;negative_avg;positive_max;negative_min;polarities_content_splits
0;0;0.04615457355976105;0.044203270226716995;0.5845338702201843;8.678696758579463e-06;"[[9.28521156e-04 5.39332628e-04]
 [1.03490755e-04 1.70081854e-04]
 [6.21562898e-02 8.24066997e-03]
 [6.41269116e-06 8.67869676e-06]
 [2.70256400e-03 1.74260139e-03]
 [1.27694311e-05 1.12152266e-05]
 [4.16129827e-04 6.83784485e-04]
 [7.45055968e-06 2.16430417e-05]
 [1.37484670e-02 4.00787055e-01]
 [1.87185615e-05 8.21288777e-05]
 [7.32537508e-02 8.02543759e-02]
 [1.95422690e-05 4.03473532e-05]
 [2.68399715e-04 1.60992146e-04]
 [5.18292654e-05 6.42473533e-05]
 [2.45004892e-04 3.99559736e-04]
 [5.84533870e-01 2.14045614e-01]]"
0;1;0.1339367926120758;0.07688619941473007;0.5845339298248291;6.443416168622207e-06;"[[8.37769585e-06 1.61310709e-05]
 [4.97877272e-06 9.09204755e-06]
 [4.95340824e-02 3.27897966e-02]
 [3.06765764e-06 6.44341617e-06]
 [1.47323972e-05 1.74716461e-05]
 [3.15873682e-01 4.78359163e-02]
 [3.02106142e-04 3.06814909e-04]
 [2.55244831e-05 4.97182882e-05]
 [1.04719102e-02 8.39978456e-03]
 [3.80505589e-05 3.66538763e-04]
 [1.99288130e-04 7.73139545e-05]
 [4.15825784e-01 6.03910387e-02]
 [4.77106005e-06 7.48569300e-06]
 [1.66451931e-03 4.59873676e-03]
 [5.54114376e-06 1.22132715e-05]
 [9.21686387e-06 2.90512980e-05]
 [4.86433506e-04 8.16255808e-04]
 [8.31127167e-04 2.56735086e-03]
 [4.81689722e-06 6.78987635e-06]
 [1.70937717e-01 7.93335497e-01]
 [5.57699680e-01 1.40767574e-01]
 [5.36640882e-01 5.73580861e-02]
 [1.62048964e-05 1.99991573e-05]
 [5.45347302e-06 9.19731792e-06]
 [1.79915130e-02 1.67031884e-02]
 [2.48155743e-01 6.03772342e-01]
 [5.57699680e-01 1.40767574e-01]
 [5.36640882e-01 5.73580861e-02]
 [4.32284287e-05 2.38109551e-05]
 [8.26059580e-02 4.88680005e-02]
 [8.39478707e-06 1.82599397e-05]
 [8.21000338e-03 4.41461802e-03]
 [3.73201907e-01 3.46536338e-02]
 [2.85566509e-01 1.32184654e-01]
 [5.67158277e-05 3.25441360e-04]
 [9.52810049e-04 9.45836306e-04]
 [9.93132591e-04 9.35107470e-04]
 [2.02154770e-05 2.26947814e-05]
 [1.70937717e-01 7.93335497e-01]
 [5.57699680e-01 1.40767574e-01]
 [5.36640882e-01 5.73580861e-02]
 [7.80161790e-05 1.30772591e-04]
 [4.50459123e-03 6.34321868e-02]
 [5.84604277e-06 2.19710837e-05]
 [5.84533930e-01 2.14045599e-01]]"
0;2;0.17199312150478363;0.06547177582979202;0.6304720640182495;9.294336450693663e-06;"[[2.87519433e-05 1.28475949e-05]
 [8.00113958e-06 1.00052021e-05]
 [8.82660424e-06 9.80064851e-06]
 [9.80960249e-05 1.56432390e-04]
 [9.74552386e-05 1.05622411e-03]
 [1.51011236e-05 3.01000400e-05]
 [1.00138783e-03 1.90761685e-03]
 [1.93214855e-05 3.23217755e-05]
 [5.25061187e-05 7.10327076e-05]
 [1.02836102e-01 9.79259610e-03]
 [1.02526419e-05 1.84814216e-05]
 [5.62641621e-01 9.83322859e-02]
 [1.24848621e-05 2.64529972e-05]
 [1.18796855e-01 1.44262254e-01]
 [3.33821774e-03 3.19373608e-03]
 [5.42488888e-05 5.31855185e-05]
 [1.10116601e-03 1.37874484e-03]
 [9.28767768e-05 1.77294016e-04]
 [8.10921192e-04 1.12730265e-03]
 [4.59969640e-02 2.22211480e-02]
 [5.15972078e-02 2.57886052e-02]
 [7.86596537e-03 5.70458174e-03]
 [1.20924597e-05 1.58198218e-05]
 [3.19598112e-05 4.34158355e-05]
 [2.25035055e-05 1.65727070e-05]
 [2.57672746e-05 2.33402570e-05]
 [1.09378880e-05 9.29433645e-06]
 [5.62159419e-01 9.55495238e-02]
 [7.27873112e-06 1.08794320e-05]
 [5.12033701e-04 5.78284264e-04]
 [4.09224331e-02 3.84844542e-02]
 [1.18796855e-01 1.44262224e-01]
 [3.33821774e-03 3.19373608e-03]
 [5.42014837e-04 2.65836716e-04]
 [6.44475222e-04 6.10053539e-04]
 [1.26719475e-04 6.13108641e-05]
 [4.12066758e-01 6.06828630e-02]
 [6.15152419e-01 1.43730611e-01]
 [4.30519322e-05 4.68439830e-05]
 [4.12066758e-01 6.06828630e-02]
 [6.15152419e-01 1.43730611e-01]
 [8.81129745e-06 1.34069151e-05]
 [4.12066758e-01 6.06828630e-02]
 [6.15152419e-01 1.43730611e-01]
 [3.55746088e-05 3.36663652e-05]
 [4.12066758e-01 6.06828630e-02]
 [6.15152419e-01 1.43730611e-01]
 [6.30472064e-01 8.28602314e-02]
 [4.12066758e-01 6.06828630e-02]
 [6.15152419e-01 1.43730611e-01]
 [8.67304206e-03 1.87520355e-01]
 [3.73201907e-01 3.46536338e-02]
 [1.70937717e-01 7.93335497e-01]
 [5.57699680e-01 1.40767574e-01]
 [5.36640882e-01 5.73580861e-02]
 [7.54833221e-04 2.01445818e-03]
 [4.12066758e-01 6.06828630e-02]
 [6.15152419e-01 1.43730611e-01]
 [6.30472064e-01 8.28602314e-02]
 [4.12066758e-01 6.06828630e-02]
 [6.15152419e-01 1.43730611e-01]
 [2.08064616e-02 5.73823750e-02]
 [1.70937717e-01 7.93335557e-01]
 [5.57699621e-01 1.40767574e-01]
 [5.36640882e-01 5.73580861e-02]
 [2.16164717e-05 3.52197894e-05]
 [4.12066758e-01 6.06828630e-02]
 [6.15152419e-01 1.43730611e-01]
 [7.81917572e-02 1.82231963e-02]
 [2.07364559e-04 3.01033258e-04]
 [7.24261772e-05 6.95599010e-05]
 [1.71771646e-02 3.22716832e-02]
 [8.94421919e-06 1.34246357e-05]
 [2.16856599e-03 9.87175107e-03]
 [1.68552995e-03 1.11159682e-03]
 [6.40431046e-02 8.11450183e-01]
 [1.68552995e-03 1.11159682e-03]
 [9.83990394e-05 1.40041113e-04]
 [8.60959291e-04 5.51822782e-03]
 [3.35479379e-02 2.68892944e-02]
 [7.48810172e-03 6.36953115e-03]
 [8.50498676e-03 6.98804855e-03]
 [3.05500627e-03 1.92117691e-03]
 [9.14756954e-02 3.36315334e-02]
 [3.31938267e-02 4.84060347e-02]
 [3.58316302e-03 1.62452459e-03]
 [4.12066758e-01 6.06828630e-02]
 [6.15152419e-01 1.43730611e-01]
 [8.15711537e-05 1.20221288e-04]
 [1.31819652e-05 1.92105770e-04]
 [2.29884608e-05 3.97871845e-05]
 [5.01895101e-06 1.40128050e-05]
 [5.84533870e-01 2.14045614e-01]]"
0;3;0.06522650271654129;0.026880817487835884;0.5845338702201843;9.676237823441625e-06;"[[5.66684648e-05 4.35674738e-05]
 [8.14767282e-06 9.67623782e-06]
 [1.43189345e-05 1.21597295e-05]
 [4.60456140e-05 8.16551328e-05]
 [1.52689219e-03 6.88678026e-03]
 [7.45236874e-04 2.07798183e-02]
 [3.82020371e-05 2.80069726e-05]
 [6.91492314e-05 4.00736280e-05]
 [5.84533870e-01 2.14045614e-01]]"
0;4;0.19637879729270935;0.13854144513607025;0.6158767938613892;1.2544740457087755e-05;"[[6.20600581e-03 5.75464964e-03]
 [9.53010604e-05 7.01429162e-05]
 [6.15876794e-01 5.44551909e-02]
 [1.20621917e-05 1.25447405e-05]
 [2.46291729e-05 2.23226762e-05]
 [1.75382525e-01 3.23413491e-01]
 [2.31548548e-02 4.07794714e-02]
 [4.70534921e-01 1.48525447e-01]
 [8.79670829e-02 5.98335564e-01]
 [5.84533870e-01 2.14045614e-01]]"
0;5;0.1354043185710907;0.03862767294049263;0.5621594190597534;1.3807086361339316e-05;"[[2.3678733e-05 3.1277694e-05]
 [1.3893736e-05 1.3807086e-05]
 [1.1653960e-02 2.0249695e-02]
 [7.2124600e-04 1.4171898e-03]
 [5.3367704e-02 2.3838213e-01]
 [3.1361216e-01 1.0058525e-01]
 [2.5675288e-05 1.3008714e-04]
 [1.1992882e-04 3.6355853e-04]
 [2.1609664e-04 1.5300512e-04]
 [4.3426526e-01 6.9934189e-02]
 [4.3426526e-01 6.9934189e-02]
 [1.3846159e-04 1.3735890e-04]
 [2.2458225e-05 3.3068769e-05]
 [6.1854822e-05 2.3264434e-05]
 [1.9977415e-01 4.1372448e-02]
 [5.6215942e-01 9.5549524e-02]
 [5.6215942e-01 9.5549546e-02]
 [6.1483479e-05 3.6730413e-05]
 [1.9688105e-05 2.9532608e-05]]"
0;6;0.004558914806693792;0.013741903007030487;0.02802872657775879;9.092229447560385e-06;"[[1.26361847e-04 2.13742256e-04]
 [2.77201761e-05 3.36456978e-05]
 [4.45780242e-05 9.09222945e-06]
 [9.68573841e-06 1.52634893e-05]
 [2.00125141e-05 1.73667067e-05]
 [2.80287266e-02 1.00410074e-01]
 [7.37559795e-03 8.93646479e-03]
 [8.38637352e-04 2.99572945e-04]]"
0;7;0.13600106537342072;0.05462022125720978;0.857244610786438;5.869242613698589e-06;"[[1.71393156e-04 1.30385160e-04]
 [8.24368000e-03 3.27306986e-03]
 [2.53215313e-01 2.18975663e-01]
 [3.14460231e-05 2.73066853e-05]
 [6.75439835e-04 9.83387232e-04]
 [8.40089619e-02 4.52045798e-02]
 [3.91241908e-03 7.76201487e-04]
 [4.85448509e-01 1.53414994e-01]
 [7.64161632e-06 5.86924261e-06]
 [8.57244611e-01 1.27937496e-02]
 [8.17599297e-02 6.37983680e-02]
 [5.02322746e-06 6.19586353e-06]
 [7.54674971e-02 1.94109291e-01]
 [4.43961710e-01 1.63049698e-02]
 [5.33716023e-01 8.84992778e-02]
 [3.93092781e-01 5.43930531e-02]
 [8.56159295e-06 1.46207049e-05]
 [5.48442476e-05 4.20004129e-04]
 [2.30371952e-04 2.89231539e-04]
 [9.64536885e-05 1.00298166e-04]
 [5.05030155e-04 5.17696142e-04]
 [1.93105936e-02 1.64361894e-02]
 [2.19553709e-04 7.91966915e-04]
 [7.53375292e-02 4.77819622e-01]
 [8.33014101e-02 1.64194815e-02]]"
0;8;0.09828776866197586;0.14838151633739471;0.5845338702201843;8.169330249074847e-05;"[[2.75135040e-03 1.72978640e-03]
 [2.11507082e-03 1.19748712e-03]
 [2.31168270e-02 1.30857229e-02]
 [4.84926999e-02 2.82084286e-01]
 [1.24491155e-01 5.55906892e-01]
 [3.60161066e-04 1.06872991e-04]
 [9.84672904e-02 2.67195195e-01]
 [2.61455774e-04 8.16933025e-05]
 [5.84533870e-01 2.14045614e-01]]"
0;9;0.13099417090415955;0.05073569342494011;0.5845338702201843;1.02224057627609e-05;"[[3.0111700e-02 3.7359148e-02]
 [2.8781563e-02 3.0553728e-02]
 [5.1460141e-01 7.4142367e-02]
 [1.4924443e-01 2.9394627e-01]
 [1.3130993e-02 3.6055744e-03]
 [5.1460141e-01 7.4142367e-02]
 [1.9566140e-05 2.1035752e-05]
 [1.7548054e-02 6.5940917e-03]
 [3.1235814e-04 4.1663647e-04]
 [2.3615360e-04 2.4142861e-04]
 [5.2757174e-01 1.3540599e-01]
 [1.3996661e-03 1.2466311e-03]
 [1.2223154e-02 5.9631169e-03]
 [1.8171966e-03 2.5583208e-03]
 [3.4654140e-04 3.8298965e-04]
 [3.6147445e-05 4.8540496e-05]
 [4.1321637e-06 1.0222406e-05]
 [3.4488022e-01 1.1003235e-01]
 [5.6367597e-05 4.2018294e-04]
 [9.4209909e-03 7.4312985e-02]
 [5.8453387e-01 2.1404561e-01]]"
0;10;0.25279951095581055;0.09344182163476944;0.6472710967063904;2.7104029868496582e-05;"[[1.5333295e-04 7.6542092e-05]
 [5.3652831e-05 1.5404820e-04]
 [8.9872323e-05 2.7104030e-05]
 [1.3960713e-01 1.7028844e-01]
 [2.2040308e-03 2.8886497e-03]
 [6.4727110e-01 1.8352976e-01]
 [5.8425456e-01 1.6628650e-01]
 [5.6966597e-01 1.9635051e-01]
 [1.6155411e-04 7.7100226e-04]
 [5.8453387e-01 2.1404561e-01]]"
0;11;0.10168491303920746;0.12273507565259933;0.7021872997283936;6.195863534230739e-06;"[[5.16474247e-04 3.19927931e-04]
 [3.41460884e-01 7.16446638e-02]
 [5.07911444e-02 8.51535261e-01]
 [2.44907528e-01 4.61450398e-01]
 [3.10868025e-04 3.32474709e-04]
 [1.38266981e-02 4.97538745e-01]
 [6.29097223e-04 3.73721123e-04]
 [5.52480487e-05 1.56372786e-04]
 [7.31831789e-02 1.46477461e-01]
 [8.98971260e-02 1.98772132e-01]
 [3.28803062e-03 1.27386749e-02]
 [1.82566643e-02 1.02770925e-02]
 [4.08078122e-05 4.76843779e-05]
 [5.02322746e-06 6.19586353e-06]
 [5.01678884e-02 8.96377265e-02]
 [7.02187300e-01 1.01272702e-01]
 [3.93092781e-01 5.43930531e-02]
 [8.56159295e-06 1.46207049e-05]
 [5.48442476e-05 4.20004129e-04]
 [2.30371952e-04 2.89231539e-04]
 [9.64536885e-05 1.00298166e-04]
 [5.05030155e-04 5.17696142e-04]
 [2.04831362e-04 1.38759613e-04]
 [2.19553709e-04 7.91966915e-04]
 [7.53375292e-02 4.77819622e-01]
 [5.84533930e-01 2.14045599e-01]]"
0;12;0.04663044959306717;0.017164316028356552;0.5845339298248291;4.905497917206958e-06;"[[4.62177013e-06 4.90549792e-06]
 [4.53980010e-06 6.19073126e-06]
 [1.12830921e-05 6.83817871e-06]
 [1.81072950e-03 1.25870109e-03]
 [1.21427765e-05 1.28856100e-05]
 [1.86837316e-02 4.92978096e-03]
 [3.59439400e-05 1.69366995e-05]
 [2.43753195e-04 1.53243542e-04]
 [3.01950040e-05 8.76392733e-05]
 [4.74125147e-04 2.00104713e-03]
 [2.84284353e-04 5.72770834e-04]
 [6.66060296e-05 3.95654170e-05]
 [5.84533930e-01 2.14045599e-01]]"
0;13;0.052095603197813034;0.05485910549759865;0.5845338702201843;8.43340876599541e-06;"[[2.94267535e-02 4.78199124e-03]
 [2.10735598e-05 8.43340877e-06]
 [4.60501396e-05 7.72448257e-05]
 [5.75918348e-05 3.56564997e-05]
 [1.13816113e-05 2.69516695e-05]
 [1.11350564e-04 6.77198172e-04]
 [7.14486837e-03 9.58296657e-03]
 [6.70373440e-04 1.59639120e-03]
 [3.50364389e-05 9.78617682e-05]
 [2.62435198e-01 6.95617318e-01]
 [6.53115276e-05 1.49548054e-04]
 [6.61432743e-04 4.69312072e-03]
 [1.55627728e-04 8.87006521e-04]
 [1.36106300e-05 3.65860287e-05]
 [7.75241497e-05 2.50786543e-04]
 [1.58220530e-04 4.01404868e-05]
 [5.84533870e-01 2.14045614e-01]]"
0;14;0.1031150072813034;0.12666073441505432;0.5845339298248291;8.213741239160299e-05;"[[2.8503835e-02 2.1489263e-02]
 [1.6110659e-02 7.8339875e-03]
 [1.4993042e-01 4.7703603e-01]
 [2.2815466e-03 3.2521784e-03]
 [7.3057454e-05 8.2137412e-05]
 [4.3410242e-02 2.8899628e-01]
 [7.6351811e-05 5.5035949e-04]
 [5.8453393e-01 2.1404561e-01]]"
0;15;0.05702201649546623;0.06500988453626633;0.5845338702201843;6.7294859036337584e-06;"[[1.6328692e-04 1.2886524e-04]
 [9.4285006e-06 8.5940610e-06]
 [1.6265916e-05 1.8892866e-05]
 [2.3292601e-03 4.1761994e-04]
 [2.0640016e-02 1.4065102e-01]
 [7.2191679e-06 6.7294859e-06]
 [3.7487924e-02 6.0156876e-01]
 [2.2335649e-03 3.1313598e-03]
 [1.4361739e-04 4.4951696e-05]
 [5.2690953e-01 1.0038620e-01]
 [8.0816865e-02 3.8190097e-02]
 [6.9839080e-05 4.4589804e-05]
 [2.5896728e-02 2.8777403e-01]
 [1.4919639e-03 1.8340647e-03]
 [7.8606606e-04 3.0839443e-04]
 [1.1833906e-02 4.5469999e-03]
 [6.6299552e-05 2.1776557e-04]
 [1.2674928e-04 8.7919121e-05]
 [1.0782169e-04 6.3414365e-05]
 [1.6625723e-05 1.8751723e-05]
 [8.2777879e-06 2.1666232e-05]
 [1.5811341e-02 1.0171093e-01]
 [5.8453387e-01 2.1404561e-01]]"
0;16;0.0974661335349083;0.03571232780814171;0.5845338702201843;6.567744549101917e-06;"[[9.4109513e-05 7.4461663e-05]
 [1.0016152e-05 6.5677445e-06]
 [1.6386395e-05 1.0392965e-05]
 [4.5164314e-05 8.5396452e-05]
 [9.7226686e-05 5.1528823e-05]
 [5.8453387e-01 2.1404561e-01]]"
0;17;0.22622622549533844;0.13515232503414154;0.7800553441047668;3.40122983288893e-06;"[[9.4813108e-04 5.7414174e-04]
 [2.0898372e-02 1.2909156e-01]
 [4.7432512e-02 2.8643283e-01]
 [7.0080906e-02 4.2912722e-02]
 [1.2687710e-01 1.4080918e-01]
 [3.5319316e-01 2.0122412e-01]
 [1.0524592e-01 1.1909753e-01]
 [7.8005534e-01 2.8794849e-01]
 [6.7464694e-06 3.4012298e-06]
 [3.9921632e-01 6.4535834e-02]
 [5.8453387e-01 2.1404561e-01]]"
0;18;0.11943387240171432;0.22686085104942322;0.5845339298248291;3.798192847170867e-05;"[[2.17944384e-03 7.48914480e-03]
 [1.39832497e-04 2.86436081e-03]
 [8.16543102e-02 4.93318707e-01]
 [5.54382801e-03 2.95806229e-02]
 [1.55359507e-04 3.06010246e-04]
 [3.61730999e-05 3.79819285e-05]
 [1.76966190e-04 7.57157803e-04]
 [1.15403473e-01 7.17960238e-01]
 [1.03544384e-01 5.29891431e-01]
 [2.73353755e-02 1.68558568e-01]
 [6.78405166e-02 6.04589343e-01]
 [5.64096749e-01 1.79792017e-01]
 [5.84533930e-01 2.14045599e-01]]"
0;19;0.08899816870689392;0.09225096553564072;0.5845338702201843;1.007827086141333e-05;"[[6.3790430e-05 1.2731552e-04]
 [4.2209029e-04 6.6896677e-03]
 [2.0889819e-02 1.3037840e-01]
 [5.0562620e-04 4.8449934e-03]
 [3.8906932e-04 9.8043084e-03]
 [3.7170830e-01 6.4783573e-01]
 [4.4861292e-05 3.3756321e-05]
 [4.0524915e-06 1.0078271e-05]
 [9.6154923e-05 6.9367356e-04]
 [3.2220632e-04 2.9712275e-04]
 [5.8453387e-01 2.1404561e-01]]"
