;data;denominazione_regione;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;dimessi_guariti;deceduti;casi_da_sospetto_diagnostico;casi_da_screening;totale_casi;tamponi;casi_testati;nuovi_tamponi;nuovi_casi_testati;nuovi_deceduti
0;2020-02-24;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;0.0;0.0;0;58;0.0;58;0.0;0
1;2020-02-25;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;0.0;0.0;0;89;0.0;31;0.0;0
2;2020-02-26;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;0.0;0.0;0;114;0.0;25;0.0;0
3;2020-02-27;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;0.0;0.0;0;141;0.0;27;0.0;0
4;2020-02-28;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;0.0;0.0;0;169;0.0;28;0.0;0
5;2020-02-29;Friuli Venezia Giulia;0;0;0;0;0;0;0;0;0;0.0;0.0;0;189;0.0;20;0.0;0
6;2020-03-01;Friuli Venezia Giulia;0;0;0;6;6;6;6;0;0;0.0;0.0;6;243;0.0;54;0.0;0
7;2020-03-02;Friuli Venezia Giulia;0;0;0;9;9;3;3;0;0;0.0;0.0;9;269;0.0;26;0.0;0
8;2020-03-03;Friuli Venezia Giulia;1;0;1;12;13;4;4;0;0;0.0;0.0;13;354;0.0;85;0.0;0
9;2020-03-04;Friuli Venezia Giulia;3;0;3;15;18;5;5;0;0;0.0;0.0;18;376;0.0;22;0.0;0
10;2020-03-05;Friuli Venezia Giulia;4;0;4;17;21;3;3;0;0;0.0;0.0;21;397;0.0;21;0.0;0
11;2020-03-06;Friuli Venezia Giulia;4;0;4;24;28;7;10;3;0;0.0;0.0;31;577;0.0;180;0.0;0
12;2020-03-07;Friuli Venezia Giulia;7;1;8;31;39;11;11;3;0;0.0;0.0;42;577;0.0;0;0.0;0
13;2020-03-08;Friuli Venezia Giulia;7;1;8;45;53;14;15;3;1;0.0;0.0;57;997;0.0;420;0.0;1
14;2020-03-09;Friuli Venezia Giulia;18;1;19;70;89;36;36;3;1;0.0;0.0;93;1344;0.0;347;0.0;0
15;2020-03-10;Friuli Venezia Giulia;27;6;33;77;110;21;23;3;3;0.0;0.0;116;1602;0.0;258;0.0;2
16;2020-03-11;Friuli Venezia Giulia;16;5;21;89;110;0;10;10;6;0.0;0.0;126;2073;0.0;471;0.0;3
17;2020-03-12;Friuli Venezia Giulia;23;10;33;115;148;38;41;11;8;0.0;0.0;167;2604;0.0;531;0.0;2
18;2020-03-13;Friuli Venezia Giulia;59;8;67;169;236;88;90;11;10;0.0;0.0;257;3149;0.0;545;0.0;2
19;2020-03-14;Friuli Venezia Giulia;67;11;78;193;271;35;44;17;13;0.0;0.0;301;3376;0.0;227;0.0;3
20;2020-03-15;Friuli Venezia Giulia;98;12;110;206;316;45;46;17;14;0.0;0.0;347;3407;0.0;31;0.0;1
21;2020-03-16;Friuli Venezia Giulia;96;19;115;231;346;30;39;18;22;0.0;0.0;386;4851;0.0;1444;0.0;8
22;2020-03-17;Friuli Venezia Giulia;104;21;125;222;347;1;8;17;30;0.0;0.0;394;4958;0.0;107;0.0;8
23;2020-03-18;Friuli Venezia Giulia;128;27;155;261;416;69;68;15;31;0.0;0.0;462;4958;0.0;0;0.0;1
24;2020-03-19;Friuli Venezia Giulia;134;29;163;359;522;106;137;41;36;0.0;0.0;599;4052;0.0;-906;0.0;5
25;2020-03-20;Friuli Venezia Giulia;143;32;175;380;555;33;57;63;38;0.0;0.0;656;4964;0.0;912;0.0;2
26;2020-03-21;Friuli Venezia Giulia;152;37;189;477;666;111;134;82;42;0.0;0.0;790;5955;0.0;991;0.0;4
27;2020-03-22;Friuli Venezia Giulia;163;47;210;528;738;72;84;89;47;0.0;0.0;874;6761;0.0;806;0.0;5
28;2020-03-23;Friuli Venezia Giulia;185;41;226;545;771;33;56;105;54;0.0;0.0;930;7424;0.0;663;0.0;7
29;2020-03-24;Friuli Venezia Giulia;195;49;244;604;848;77;62;80;64;0.0;0.0;992;8526;0.0;1102;0.0;10
30;2020-03-25;Friuli Venezia Giulia;200;52;252;659;911;63;147;158;70;0.0;0.0;1139;9494;0.0;968;0.0;6
31;2020-03-26;Friuli Venezia Giulia;212;54;266;688;954;43;84;197;72;0.0;0.0;1223;10721;0.0;1227;0.0;2
32;2020-03-27;Friuli Venezia Giulia;222;57;279;748;1027;73;94;214;76;0.0;0.0;1317;11841;0.0;1120;0.0;4
33;2020-03-28;Friuli Venezia Giulia;223;59;282;838;1120;93;119;229;87;0.0;0.0;1436;12723;0.0;882;0.0;11
34;2020-03-29;Friuli Venezia Giulia;236;60;296;845;1141;21;44;241;98;0.0;0.0;1480;13397;0.0;674;0.0;11
35;2020-03-30;Friuli Venezia Giulia;229;60;289;820;1109;-32;21;285;107;0.0;0.0;1501;14003;0.0;606;0.0;9
36;2020-03-31;Friuli Venezia Giulia;215;60;275;885;1160;51;92;320;113;0.0;0.0;1593;14899;0.0;896;0.0;6
37;2020-04-01;Friuli Venezia Giulia;206;60;266;940;1206;46;92;357;122;0.0;0.0;1685;15987;0.0;1088;0.0;9
38;2020-04-02;Friuli Venezia Giulia;199;60;259;1035;1294;88;114;376;129;0.0;0.0;1799;17121;0.0;1134;0.0;7
39;2020-04-03;Friuli Venezia Giulia;201;61;262;1062;1324;30;80;419;136;0.0;0.0;1879;19985;0.0;2864;0.0;7
40;2020-04-04;Friuli Venezia Giulia;183;50;233;1103;1336;12;107;505;145;0.0;0.0;1986;21126;0.0;1141;0.0;9
41;2020-04-05;Friuli Venezia Giulia;185;50;235;1128;1363;27;62;531;154;0.0;0.0;2048;21652;0.0;526;0.0;9
42;2020-04-06;Friuli Venezia Giulia;189;46;235;1161;1396;33;55;549;158;0.0;0.0;2103;22272;0.0;620;0.0;4
43;2020-04-07;Friuli Venezia Giulia;185;44;229;1150;1379;-17;50;610;164;0.0;0.0;2153;23536;0.0;1264;0.0;6
44;2020-04-08;Friuli Venezia Giulia;162;41;203;1212;1415;36;65;634;169;0.0;0.0;2218;24798;0.0;1262;0.0;5
45;2020-04-09;Friuli Venezia Giulia;167;37;204;1186;1390;-25;81;738;171;0.0;0.0;2299;26205;0.0;1407;0.0;2
46;2020-04-10;Friuli Venezia Giulia;167;33;200;1198;1398;8;50;772;179;0.0;0.0;2349;28097;0.0;1892;0.0;8
47;2020-04-11;Friuli Venezia Giulia;172;28;200;1182;1382;-16;44;826;185;0.0;0.0;2393;29685;0.0;1588;0.0;6
48;2020-04-12;Friuli Venezia Giulia;160;28;188;1138;1326;-56;38;910;195;0.0;0.0;2431;29988;0.0;303;0.0;10
49;2020-04-13;Friuli Venezia Giulia;159;30;189;1118;1307;-19;51;973;202;0.0;0.0;2482;30941;0.0;953;0.0;7
50;2020-04-14;Friuli Venezia Giulia;166;28;194;705;899;-408;38;1415;206;0.0;0.0;2520;31764;0.0;823;0.0;4
51;2020-04-15;Friuli Venezia Giulia;163;24;187;1207;1394;495;24;938;212;0.0;0.0;2544;33800;0.0;2036;0.0;6
52;2020-04-16;Friuli Venezia Giulia;159;26;185;1145;1330;-64;72;1069;217;0.0;0.0;2616;35766;0.0;1966;0.0;5
53;2020-04-17;Friuli Venezia Giulia;148;23;171;1257;1428;98;59;1027;220;0.0;0.0;2675;40030;0.0;4264;0.0;3
54;2020-04-18;Friuli Venezia Giulia;141;27;168;1235;1403;-25;56;1106;222;0.0;0.0;2731;43293;0.0;3263;0.0;2
55;2020-04-19;Friuli Venezia Giulia;140;25;165;1172;1337;-66;14;1183;225;0.0;0.0;2745;44622;27544.0;1329;27544.0;3
56;2020-04-20;Friuli Venezia Giulia;140;22;162;1028;1190;-147;30;1346;239;0.0;0.0;2775;45161;28777.0;539;1233.0;14
57;2020-04-21;Friuli Venezia Giulia;139;21;160;1162;1322;132;17;1229;241;0.0;0.0;2792;48500;31352.0;3339;2575.0;2
58;2020-04-22;Friuli Venezia Giulia;134;20;154;1154;1308;-14;25;1263;246;0.0;0.0;2817;50869;32871.0;2369;1519.0;5
59;2020-04-23;Friuli Venezia Giulia;138;18;156;979;1135;-173;41;1467;256;0.0;0.0;2858;52918;34057.0;2049;1186.0;10
60;2020-04-24;Friuli Venezia Giulia;136;16;152;1168;1320;185;24;1304;258;0.0;0.0;2882;55502;35547.0;2584;1490.0;2
61;2020-04-25;Friuli Venezia Giulia;122;15;137;947;1084;-236;21;1556;263;0.0;0.0;2903;58375;37211.0;2873;1664.0;5
62;2020-04-26;Friuli Venezia Giulia;129;13;142;1106;1248;164;14;1405;264;0.0;0.0;2917;59681;38202.0;1306;991.0;1
63;2020-04-27;Friuli Venezia Giulia;130;13;143;1115;1258;10;60;1448;271;0.0;0.0;2977;60940;39330.0;1259;1128.0;7
64;2020-04-28;Friuli Venezia Giulia;136;13;149;1090;1239;-19;18;1478;278;0.0;0.0;2995;64151;41273.0;3211;1943.0;7
65;2020-04-29;Friuli Venezia Giulia;134;12;146;1081;1227;-12;15;1498;285;0.0;0.0;3010;66769;42902.0;2618;1629.0;7
66;2020-04-30;Friuli Venezia Giulia;109;11;120;1050;1170;-57;15;1566;289;0.0;0.0;3025;67930;43691.0;1161;789.0;4
67;2020-05-01;Friuli Venezia Giulia;131;6;137;978;1115;-55;16;1632;294;0.0;0.0;3041;71013;45566.0;3083;1875.0;5
68;2020-05-02;Friuli Venezia Giulia;131;5;136;973;1109;-6;18;1655;295;0.0;0.0;3059;73855;47259.0;2842;1693.0;1
69;2020-05-03;Friuli Venezia Giulia;131;6;137;950;1087;-22;13;1688;297;0.0;0.0;3072;74990;48041.0;1135;782.0;2
70;2020-05-04;Friuli Venezia Giulia;130;4;134;916;1050;-37;4;1727;299;0.0;0.0;3076;75421;48250.0;431;209.0;2
71;2020-05-05;Friuli Venezia Giulia;120;4;124;860;984;-66;9;1798;303;0.0;0.0;3085;78510;50135.0;3089;1885.0;4
72;2020-05-06;Friuli Venezia Giulia;115;3;118;844;962;-22;9;1826;306;0.0;0.0;3094;79429;50698.0;919;563.0;3
73;2020-05-07;Friuli Venezia Giulia;109;2;111;816;927;-35;13;1872;308;0.0;0.0;3107;82012;51123.0;2583;425.0;2
74;2020-05-08;Friuli Venezia Giulia;105;2;107;804;911;-16;9;1897;308;0.0;0.0;3116;82902;52784.0;890;1661.0;0
75;2020-05-09;Friuli Venezia Giulia;101;3;104;765;869;-42;8;1947;308;0.0;0.0;3124;88384;55319.0;5482;2535.0;0
76;2020-05-10;Friuli Venezia Giulia;98;3;101;750;851;-18;6;1969;310;0.0;0.0;3130;89449;56205.0;1065;886.0;2
77;2020-05-11;Friuli Venezia Giulia;96;3;99;731;830;-21;8;1996;312;0.0;0.0;3138;90860;57130.0;1411;925.0;2
78;2020-05-12;Friuli Venezia Giulia;96;2;98;703;801;-29;10;2034;313;0.0;0.0;3148;93051;58395.0;2191;1265.0;1
79;2020-05-13;Friuli Venezia Giulia;92;2;94;685;779;-22;8;2061;316;0.0;0.0;3156;94600;58936.0;1549;541.0;3
80;2020-05-14;Friuli Venezia Giulia;149;2;151;619;770;-9;5;2074;317;0.0;0.0;3161;97000;60177.0;2400;1241.0;1
81;2020-05-15;Friuli Venezia Giulia;80;3;83;658;741;-29;14;2116;318;0.0;0.0;3175;100400;62319.0;3400;2142.0;1
82;2020-05-16;Friuli Venezia Giulia;79;3;82;598;680;-61;8;2184;319;0.0;0.0;3183;101694;63251.0;1294;932.0;1
83;2020-05-17;Friuli Venezia Giulia;80;3;83;571;654;-26;8;2218;319;0.0;0.0;3191;104056;64558.0;2362;1307.0;0
84;2020-05-18;Friuli Venezia Giulia;81;3;84;537;621;-33;7;2257;320;0.0;0.0;3198;104874;65184.0;818;626.0;1
85;2020-05-19;Friuli Venezia Giulia;76;2;78;522;600;-21;5;2283;320;0.0;0.0;3203;105656;65476.0;782;292.0;0
86;2020-05-20;Friuli Venezia Giulia;76;2;78;518;596;-4;6;2291;322;0.0;0.0;3209;108671;67449.0;3015;1973.0;2
87;2020-05-21;Friuli Venezia Giulia;72;2;74;504;578;-18;6;2314;323;0.0;0.0;3215;111541;68882.0;2870;1433.0;1
88;2020-05-22;Friuli Venezia Giulia;68;2;70;415;485;-93;12;2417;325;0.0;0.0;3227;114062;70035.0;2521;1153.0;2
89;2020-05-23;Friuli Venezia Giulia;63;1;64;395;459;-26;6;2447;327;0.0;0.0;3233;116689;71043.0;2627;1008.0;2
90;2020-05-24;Friuli Venezia Giulia;62;1;63;349;412;-47;3;2495;329;0.0;0.0;3236;118852;72104.0;2163;1061.0;2
91;2020-05-25;Friuli Venezia Giulia;62;1;63;323;386;-26;4;2525;329;0.0;0.0;3240;120123;73079.0;1271;975.0;0
92;2020-05-26;Friuli Venezia Giulia;59;1;60;315;375;-11;11;2547;329;0.0;0.0;3251;121412;73911.0;1289;832.0;0
93;2020-05-27;Friuli Venezia Giulia;51;1;52;304;356;-19;4;2568;331;0.0;0.0;3255;123063;74332.0;1651;421.0;2
94;2020-05-28;Friuli Venezia Giulia;51;1;52;284;336;-20;7;2593;333;0.0;0.0;3262;126015;76369.0;2952;2037.0;2
95;2020-05-29;Friuli Venezia Giulia;45;2;47;276;323;-13;5;2611;333;0.0;0.0;3267;130838;78151.0;4823;1782.0;0
96;2020-05-30;Friuli Venezia Giulia;45;1;46;259;305;-18;4;2633;333;0.0;0.0;3271;131976;78972.0;1138;821.0;0
97;2020-05-31;Friuli Venezia Giulia;41;1;42;236;278;-27;2;2662;333;0.0;0.0;3273;134378;80223.0;2402;1251.0;0
98;2020-06-01;Friuli Venezia Giulia;40;2;42;224;266;-12;1;2673;335;0.0;0.0;3274;135431;80085.0;1053;-138.0;2
99;2020-06-02;Friuli Venezia Giulia;40;2;42;202;244;-22;2;2696;336;0.0;0.0;3276;136524;80795.0;1093;710.0;1
100;2020-06-03;Friuli Venezia Giulia;39;2;41;192;233;-11;0;2707;336;0.0;0.0;3276;138250;81683.0;1726;888.0;0
101;2020-06-04;Friuli Venezia Giulia;34;2;36;177;213;-20;3;2730;336;0.0;0.0;3279;138942;81854.0;692;171.0;0
102;2020-06-05;Friuli Venezia Giulia;25;2;27;153;180;-33;1;2762;338;0.0;0.0;3280;142246;83600.0;3304;1746.0;2
103;2020-06-06;Friuli Venezia Giulia;24;2;26;135;161;-19;3;2784;338;0.0;0.0;3283;146338;84978.0;4092;1378.0;0
104;2020-06-07;Friuli Venezia Giulia;22;4;26;125;151;-10;0;2793;339;0.0;0.0;3283;147673;85671.0;1335;693.0;1
105;2020-06-08;Friuli Venezia Giulia;22;3;25;119;144;-7;1;2800;340;0.0;0.0;3284;148030;85834.0;357;163.0;1
106;2020-06-09;Friuli Venezia Giulia;21;2;23;105;128;-16;0;2816;340;0.0;0.0;3284;148889;86257.0;859;423.0;0
107;2020-06-10;Friuli Venezia Giulia;25;1;26;87;113;-15;2;2832;341;0.0;0.0;3286;152866;90061.0;3977;3804.0;1
108;2020-06-11;Friuli Venezia Giulia;22;0;22;90;112;-1;1;2833;342;0.0;0.0;3287;153763;90508.0;897;447.0;1
109;2020-06-12;Friuli Venezia Giulia;18;0;18;90;108;-4;3;2840;342;0.0;0.0;3290;157909;92278.0;4146;1770.0;0
110;2020-06-13;Friuli Venezia Giulia;15;0;15;90;105;-3;6;2848;343;0.0;0.0;3296;158870;93222.0;961;944.0;1
111;2020-06-14;Friuli Venezia Giulia;15;1;16;87;103;-2;0;2850;343;0.0;0.0;3296;160824;93641.0;1954;419.0;0
112;2020-06-15;Friuli Venezia Giulia;15;1;16;83;99;-4;0;2854;343;0.0;0.0;3296;161945;94567.0;1121;926.0;0
113;2020-06-16;Friuli Venezia Giulia;14;0;14;85;99;0;1;2855;343;0.0;0.0;3297;162440;95057.0;495;490.0;0
114;2020-06-17;Friuli Venezia Giulia;16;0;16;83;99;0;2;2857;343;0.0;0.0;3299;166064;96534.0;3624;1477.0;0
115;2020-06-18;Friuli Venezia Giulia;15;1;16;81;97;-2;2;2861;343;0.0;0.0;3301;167485;97662.0;1421;1128.0;0
116;2020-06-19;Friuli Venezia Giulia;16;0;16;69;85;-12;2;2875;343;0.0;0.0;3303;170109;98912.0;2624;1250.0;0
117;2020-06-20;Friuli Venezia Giulia;16;1;17;66;83;-2;1;2877;344;0.0;0.0;3304;171947;99462.0;1838;550.0;1
118;2020-06-21;Friuli Venezia Giulia;16;0;16;62;78;-5;1;2883;344;0.0;0.0;3305;174652;101192.0;2705;1730.0;0
119;2020-06-22;Friuli Venezia Giulia;15;0;15;57;72;-6;0;2889;344;0.0;0.0;3305;175706;101622.0;1054;430.0;0
120;2020-06-23;Friuli Venezia Giulia;14;0;14;57;71;-1;0;2890;344;0.0;0.0;3305;176470;102267.0;764;645.0;0
121;2020-06-24;Friuli Venezia Giulia;13;0;13;44;57;-14;0;2904;344;0.0;0.0;3305;178733;103086.0;2263;819.0;0
122;2020-06-25;Friuli Venezia Giulia;12;0;12;41;53;-4;0;2907;345;3305.0;0.0;3305;180978;103759.0;2245;673.0;1
123;2020-06-26;Friuli Venezia Giulia;13;0;13;35;48;-5;2;2914;345;3306.0;1.0;3307;183824;104501.0;2846;742.0;0
124;2020-06-27;Friuli Venezia Giulia;12;0;12;30;42;-6;0;2920;345;3306.0;1.0;3307;185651;105108.0;1827;607.0;0
125;2020-06-28;Friuli Venezia Giulia;12;0;12;26;38;-4;1;2925;345;3307.0;1.0;3308;186781;105492.0;1130;384.0;0
126;2020-06-29;Friuli Venezia Giulia;12;0;12;24;36;-2;0;2927;345;3307.0;1.0;3308;187500;105815.0;719;323.0;0
127;2020-06-30;Friuli Venezia Giulia;9;0;9;36;45;9;0;2918;345;3307.0;1.0;3308;189955;106632.0;2455;817.0;0
128;2020-07-01;Friuli Venezia Giulia;6;0;6;50;56;11;4;2911;345;3311.0;1.0;3312;192106;107364.0;2151;732.0;0
129;2020-07-02;Friuli Venezia Giulia;6;0;6;56;62;6;2;2907;345;3311.0;3.0;3314;194395;107907.0;2289;543.0;0
130;2020-07-03;Friuli Venezia Giulia;6;0;6;62;68;6;4;2905;345;3315.0;3.0;3318;196975;108444.0;2580;537.0;0
131;2020-07-04;Friuli Venezia Giulia;6;0;6;67;73;5;8;2908;345;3322.0;4.0;3326;199207;109076.0;2232;632.0;0
132;2020-07-05;Friuli Venezia Giulia;7;0;7;66;73;0;0;2908;345;3322.0;4.0;3326;199988;109389.0;781;313.0;0
133;2020-07-06;Friuli Venezia Giulia;9;0;9;62;71;-2;0;2910;345;3322.0;4.0;3326;200651;109777.0;663;388.0;0
134;2020-07-07;Friuli Venezia Giulia;7;0;7;65;72;1;1;2910;345;3323.0;4.0;3327;202753;110428.0;2102;651.0;0
135;2020-07-08;Friuli Venezia Giulia;8;0;8;74;82;10;4;2904;345;3325.0;6.0;3331;204580;111069.0;1827;641.0;0
136;2020-07-09;Friuli Venezia Giulia;2;0;2;73;75;-7;1;2912;345;3326.0;6.0;3332;206808;111646.0;2228;577.0;0
137;2020-07-10;Friuli Venezia Giulia;2;0;2;76;78;3;1;2910;345;3327.0;6.0;3333;209161;112349.0;2353;703.0;0
138;2020-07-11;Friuli Venezia Giulia;1;0;1;78;79;1;2;2911;345;3328.0;7.0;3335;211002;112962.0;1841;613.0;0
139;2020-07-12;Friuli Venezia Giulia;2;0;2;77;79;0;0;2911;345;3328.0;7.0;3335;212196;113699.0;1194;737.0;0
140;2020-07-13;Friuli Venezia Giulia;3;0;3;77;80;1;0;2910;345;3328.0;7.0;3335;212714;113993.0;518;294.0;0
141;2020-07-14;Friuli Venezia Giulia;4;0;4;82;86;6;3;2907;345;3331.0;7.0;3338;214706;114618.0;1992;625.0;0
142;2020-07-15;Friuli Venezia Giulia;5;0;5;88;93;7;1;2901;345;3332.0;7.0;3339;217376;115345.0;2670;727.0;0
143;2020-07-16;Friuli Venezia Giulia;7;0;7;90;97;4;4;2901;345;3336.0;7.0;3343;219943;116013.0;2567;668.0;0
144;2020-07-17;Friuli Venezia Giulia;7;0;7;89;96;-1;3;2905;345;3339.0;7.0;3346;222778;116622.0;2835;609.0;0
145;2020-07-18;Friuli Venezia Giulia;7;0;7;92;99;3;4;2906;345;3343.0;7.0;3350;224856;117057.0;2078;435.0;0
146;2020-07-19;Friuli Venezia Giulia;7;0;7;89;96;-3;2;2911;345;3345.0;7.0;3352;226187;117551.0;1331;494.0;0
147;2020-07-20;Friuli Venezia Giulia;7;0;7;92;99;3;4;2912;345;3346.0;10.0;3356;227019;118033.0;832;482.0;0
148;2020-07-21;Friuli Venezia Giulia;7;0;7;92;99;0;2;2914;345;3346.0;12.0;3358;229633;118838.0;2614;805.0;0
149;2020-07-22;Friuli Venezia Giulia;8;0;8;90;98;-1;2;2917;345;3347.0;13.0;3360;232099;119547.0;2466;709.0;0
150;2020-07-23;Friuli Venezia Giulia;7;1;8;89;97;-1;3;2921;345;3349.0;14.0;3363;234588;120339.0;2489;792.0;0
151;2020-02-24;Campania;0;0;0;0;0;0;0;0;0;0.0;0.0;0;10;0.0;10;0.0;0
152;2020-02-25;Campania;0;0;0;0;0;0;0;0;0;0.0;0.0;0;10;0.0;0;0.0;0
153;2020-02-26;Campania;0;0;0;0;0;0;0;0;0;0.0;0.0;0;10;0.0;0;0.0;0
154;2020-02-27;Campania;2;0;2;1;3;3;3;0;0;0.0;0.0;3;10;0.0;0;0.0;0
155;2020-02-28;Campania;2;0;2;2;4;1;1;0;0;0.0;0.0;4;213;0.0;203;0.0;0
156;2020-02-29;Campania;3;0;3;10;13;9;9;0;0;0.0;0.0;13;373;0.0;160;0.0;0
157;2020-03-01;Campania;4;0;4;13;17;4;4;0;0;0.0;0.0;17;373;0.0;0;0.0;0
158;2020-03-02;Campania;4;0;4;13;17;0;0;0;0;0.0;0.0;17;373;0.0;0;0.0;0
159;2020-03-03;Campania;11;0;11;19;30;13;13;0;0;0.0;0.0;30;405;0.0;32;0.0;0
160;2020-03-04;Campania;11;0;11;20;31;1;1;0;0;0.0;0.0;31;429;0.0;24;0.0;0
161;2020-03-05;Campania;12;0;12;33;45;14;14;0;0;0.0;0.0;45;471;0.0;42;0.0;0
162;2020-03-06;Campania;12;0;12;45;57;12;12;0;0;0.0;0.0;57;471;0.0;0;0.0;0
163;2020-03-07;Campania;16;0;16;45;61;4;4;0;0;0.0;0.0;61;612;0.0;141;0.0;0
164;2020-03-08;Campania;30;7;37;63;100;39;40;1;0;0.0;0.0;101;980;0.0;368;0.0;0
165;2020-03-09;Campania;42;8;50;69;119;19;19;1;0;0.0;0.0;120;980;0.0;0;0.0;0
166;2020-03-10;Campania;33;8;41;85;126;7;7;1;0;0.0;0.0;127;1141;0.0;161;0.0;0
167;2020-03-11;Campania;56;11;67;82;149;23;27;4;1;0.0;0.0;154;1375;0.0;234;0.0;1
168;2020-03-12;Campania;56;11;67;107;174;25;25;4;1;0.0;0.0;179;1551;0.0;176;0.0;0
169;2020-03-13;Campania;60;19;79;134;213;39;41;5;2;0.0;0.0;220;1671;0.0;120;0.0;1
170;2020-03-14;Campania;72;17;89;154;243;30;52;23;6;0.0;0.0;272;1936;0.0;265;0.0;4
171;2020-03-15;Campania;73;22;95;201;296;53;61;28;9;0.0;0.0;333;2213;0.0;277;0.0;3
172;2020-03-16;Campania;103;22;125;238;363;67;67;28;9;0.0;0.0;400;2517;0.0;304;0.0;0
173;2020-03-17;Campania;127;24;151;272;423;60;60;28;9;0.0;0.0;460;2685;0.0;168;0.0;0
174;2020-03-18;Campania;127;24;151;272;423;0;0;28;9;0.0;0.0;460;2685;0.0;0;0.0;0
175;2020-03-19;Campania;213;36;249;356;605;182;192;30;17;0.0;0.0;652;3544;0.0;859;0.0;8
176;2020-03-20;Campania;130;41;171;531;702;97;97;30;17;0.0;0.0;749;3845;0.0;301;0.0;0
177;2020-03-21;Campania;233;87;320;473;793;91;95;29;22;0.0;0.0;844;4448;0.0;603;0.0;5
178;2020-03-22;Campania;243;99;342;524;866;73;92;41;29;0.0;0.0;936;4943;0.0;495;0.0;7
179;2020-03-23;Campania;266;110;376;553;929;63;90;48;49;0.0;0.0;1026;5813;0.0;870;0.0;20
180;2020-03-24;Campania;345;181;526;466;992;63;75;53;56;0.0;0.0;1101;6297;0.0;484;0.0;7
181;2020-03-25;Campania;318;123;441;631;1072;80;98;53;74;0.0;0.0;1199;6972;0.0;675;0.0;18
182;2020-03-26;Campania;448;114;562;607;1169;97;111;58;83;0.0;0.0;1310;8346;0.0;1374;0.0;9
183;2020-03-27;Campania;456;113;569;723;1292;123;144;64;98;0.0;0.0;1454;9613;0.0;1267;0.0;15
184;2020-03-28;Campania;463;132;595;812;1407;115;138;76;109;0.0;0.0;1592;10616;0.0;1003;0.0;11
185;2020-03-29;Campania;476;135;611;945;1556;149;167;86;117;0.0;0.0;1759;11805;0.0;1189;0.0;8
186;2020-03-30;Campania;468;126;594;1145;1739;183;193;88;125;0.0;0.0;1952;12969;0.0;1164;0.0;8
187;2020-03-31;Campania;501;133;634;1237;1871;132;140;88;133;0.0;0.0;2092;14403;0.0;1434;0.0;8
188;2020-04-01;Campania;478;129;607;1369;1976;105;139;107;148;0.0;0.0;2231;15728;0.0;1325;0.0;15
189;2020-04-02;Campania;503;120;623;1517;2140;164;225;149;167;0.0;0.0;2456;17404;0.0;1676;0.0;19
190;2020-04-03;Campania;532;115;647;1705;2352;212;221;144;181;0.0;0.0;2677;19237;0.0;1833;0.0;14
191;2020-04-04;Campania;567;114;681;1815;2496;144;151;146;186;0.0;0.0;2828;21534;0.0;2297;0.0;5
192;2020-04-05;Campania;609;108;717;1904;2621;125;132;150;189;0.0;0.0;2960;23139;0.0;1605;0.0;3
193;2020-04-06;Campania;610;101;711;1987;2698;77;98;156;204;0.0;0.0;3058;24526;0.0;1387;0.0;15
194;2020-04-07;Campania;603;103;706;2059;2765;67;90;167;216;0.0;0.0;3148;25779;0.0;1253;0.0;12
195;2020-04-08;Campania;608;97;705;2154;2859;94;120;188;221;0.0;0.0;3268;27784;0.0;2005;0.0;5
196;2020-04-09;Campania;604;94;698;2175;2873;14;76;244;227;0.0;0.0;3344;29664;0.0;1880;0.0;6
197;2020-04-10;Campania;600;90;690;2273;2963;90;98;248;231;0.0;0.0;3442;31745;0.0;2081;0.0;4
198;2020-04-11;Campania;582;85;667;2335;3002;39;75;277;238;0.0;0.0;3517;33781;0.0;2036;0.0;7
199;2020-04-12;Campania;526;82;608;2449;3057;55;87;305;242;0.0;0.0;3604;35448;0.0;1667;0.0;4
200;2020-04-13;Campania;606;80;686;2376;3062;5;66;360;248;0.0;0.0;3670;36770;0.0;1322;0.0;6
201;2020-04-14;Campania;618;82;700;2394;3094;32;99;415;260;0.0;0.0;3769;38094;0.0;1324;0.0;12
202;2020-04-15;Campania;607;86;693;2394;3087;-7;38;442;278;0.0;0.0;3807;39534;0.0;1440;0.0;18
203;2020-04-16;Campania;618;76;694;2424;3118;31;80;483;286;0.0;0.0;3887;41296;0.0;1762;0.0;8
204;2020-04-17;Campania;622;76;698;2329;3027;-91;64;631;293;0.0;0.0;3951;43697;0.0;2401;0.0;7
205;2020-04-18;Campania;605;76;681;2364;3045;18;37;643;300;0.0;0.0;3988;46294;0.0;2597;0.0;7
206;2020-04-19;Campania;590;61;651;2371;3022;-23;41;703;304;0.0;0.0;4029;48187;34994.0;1893;34994.0;4
207;2020-04-20;Campania;586;61;647;2372;3019;-3;45;746;309;0.0;0.0;4074;51090;36153.0;2903;1159.0;5
208;2020-04-21;Campania;532;58;590;2356;2946;-73;61;872;317;0.0;0.0;4135;53548;37505.0;2458;1352.0;8
