;data;denominazione_regione;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;dimessi_guariti;deceduti;casi_da_sospetto_diagnostico;casi_da_screening;totale_casi;tamponi;casi_testati;nuovi_tamponi;nuovi_casi_testati;nuovi_deceduti
2454;2020-04-02;Umbria;171;47;218;667;885;21;33;205;38;0.0;0.0;1128;9737;0.0;657;0.0;1
2455;2020-04-03;Umbria;165;48;213;707;920;35;51;220;39;0.0;0.0;1179;10614;0.0;877;0.0;1
2456;2020-04-04;Umbria;167;44;211;716;927;7;31;242;41;0.0;0.0;1210;11809;0.0;1195;0.0;2
2457;2020-04-05;Umbria;159;45;204;694;898;-29;29;298;43;0.0;0.0;1239;12448;0.0;639;0.0;2
2458;2020-04-06;Umbria;159;46;205;667;872;-26;14;337;44;0.0;0.0;1253;12573;0.0;125;0.0;1
2459;2020-04-07;Umbria;157;41;198;648;846;-26;10;368;49;0.0;0.0;1263;13274;0.0;701;0.0;5
2460;2020-04-08;Umbria;155;41;196;627;823;-23;26;416;50;0.0;0.0;1289;14105;0.0;831;0.0;1
2461;2020-04-09;Umbria;154;38;192;600;792;-31;9;455;51;0.0;0.0;1298;15170;0.0;1065;0.0;1
2462;2020-04-10;Umbria;146;39;185;567;752;-40;4;498;52;0.0;0.0;1302;16325;0.0;1155;0.0;1
2463;2020-04-11;Umbria;137;39;176;547;723;-29;7;534;52;0.0;0.0;1309;17661;0.0;1336;0.0;0
2464;2020-04-12;Umbria;129;39;168;519;687;-36;10;580;52;0.0;0.0;1319;18672;0.0;1011;0.0;0
2465;2020-04-13;Umbria;127;38;165;460;625;-62;1;643;52;0.0;0.0;1320;18740;0.0;68;0.0;0
2466;2020-04-14;Umbria;127;37;164;458;622;-3;1;646;53;0.0;0.0;1321;18956;0.0;216;0.0;1
2467;2020-04-15;Umbria;122;37;159;423;582;-40;1;686;54;0.0;0.0;1322;20258;0.0;1302;0.0;1
2468;2020-04-16;Umbria;116;33;149;387;536;-46;7;738;55;0.0;0.0;1329;21487;0.0;1229;0.0;1
2469;2020-04-17;Umbria;111;31;142;352;494;-42;8;786;57;0.0;0.0;1337;22818;0.0;1331;0.0;2
2470;2020-04-18;Umbria;109;32;141;290;431;-63;7;856;57;0.0;0.0;1344;24106;0.0;1288;0.0;0
2471;2020-04-19;Umbria;108;30;138;298;436;5;4;854;58;0.0;0.0;1348;25170;16790.0;1064;16790.0;1
2472;2020-04-20;Umbria;113;29;142;282;424;-12;1;867;58;0.0;0.0;1349;25562;17099.0;392;309.0;0
2473;2020-04-21;Umbria;107;22;129;278;407;-17;4;886;60;0.0;0.0;1353;26639;17873.0;1077;774.0;2
2474;2020-04-22;Umbria;97;20;117;254;371;-36;4;925;61;0.0;0.0;1357;27655;18679.0;1016;806.0;1
2475;2020-04-23;Umbria;100;19;119;236;355;-16;5;946;61;0.0;0.0;1362;29011;19627.0;1356;948.0;0
2476;2020-04-24;Umbria;94;19;113;209;322;-33;1;979;62;0.0;0.0;1363;30524;20733.0;1513;1106.0;1
2477;2020-04-25;Umbria;95;18;113;184;297;-25;3;1006;63;0.0;0.0;1366;31939;21842.0;1415;1109.0;1
2478;2020-04-26;Umbria;91;17;108;188;296;-1;2;1008;64;0.0;0.0;1368;32569;22320.0;630;478.0;1
2479;2020-04-27;Umbria;90;16;106;181;287;-9;2;1018;65;0.0;0.0;1370;32823;22492.0;254;172.0;1
2480;2020-04-28;Umbria;80;17;97;178;275;-12;9;1039;65;0.0;0.0;1379;33881;23263.0;1058;771.0;0
2481;2020-04-29;Umbria;77;16;93;168;261;-14;12;1064;66;0.0;0.0;1391;34937;24079.0;1056;816.0;1
2482;2020-04-30;Umbria;68;16;84;149;233;-28;1;1092;67;0.0;0.0;1392;36459;25317.0;1522;1238.0;1
2483;2020-05-01;Umbria;60;13;73;131;204;-29;1;1121;68;0.0;0.0;1393;37762;26285.0;1303;968.0;1
2484;2020-05-02;Umbria;60;13;73;123;196;-8;1;1130;68;0.0;0.0;1394;38072;26463.0;310;178.0;0
2485;2020-05-03;Umbria;58;13;71;112;183;-13;0;1143;68;0.0;0.0;1394;38823;26973.0;751;510.0;0
2486;2020-05-04;Umbria;56;13;69;112;181;-2;0;1143;70;0.0;0.0;1394;39044;27152.0;221;179.0;2
2487;2020-05-05;Umbria;56;11;67;109;176;-5;6;1154;70;0.0;0.0;1400;39998;27822.0;954;670.0;0
2488;2020-05-06;Umbria;55;9;64;107;171;-5;4;1163;70;0.0;0.0;1404;41328;28712.0;1330;890.0;0
2489;2020-05-07;Umbria;47;9;56;85;141;-30;1;1194;70;0.0;0.0;1405;42788;29708.0;1460;996.0;0
2490;2020-05-08;Umbria;47;6;53;66;119;-22;1;1216;71;0.0;0.0;1406;44223;30704.0;1435;996.0;1
2491;2020-05-09;Umbria;45;6;51;60;111;-8;1;1225;71;0.0;0.0;1407;45574;31679.0;1351;975.0;0
2492;2020-05-10;Umbria;42;6;48;65;113;2;4;1227;71;0.0;0.0;1411;46923;32713.0;1349;1034.0;0
2493;2020-05-11;Umbria;40;4;44;64;108;-5;1;1233;71;0.0;0.0;1412;47474;33027.0;551;314.0;0
2494;2020-05-12;Umbria;41;4;45;64;109;1;7;1239;71;0.0;0.0;1419;49249;34207.0;1775;1180.0;0
2495;2020-05-13;Umbria;36;4;40;66;106;-3;0;1241;72;0.0;0.0;1419;50731;35313.0;1482;1106.0;1
2496;2020-05-14;Umbria;26;1;27;65;92;-14;1;1255;73;0.0;0.0;1420;52247;36495.0;1516;1182.0;1
2497;2020-05-15;Umbria;25;2;27;63;90;-2;2;1259;73;0.0;0.0;1422;53801;37660.0;1554;1165.0;0
2498;2020-05-16;Umbria;25;2;27;54;81;-9;0;1268;73;0.0;0.0;1422;55170;38663.0;1369;1003.0;0
2499;2020-05-17;Umbria;25;2;27;51;78;-3;2;1273;73;0.0;0.0;1424;55956;39272.0;786;609.0;0
2500;2020-05-18;Umbria;24;2;26;51;77;-1;0;1274;73;0.0;0.0;1424;56279;39512.0;323;240.0;0
2501;2020-05-19;Umbria;25;2;27;39;66;-11;3;1287;74;0.0;0.0;1427;57822;40651.0;1543;1139.0;1
2502;2020-05-20;Umbria;25;2;27;39;66;0;0;1287;74;0.0;0.0;1427;59220;41748.0;1398;1097.0;0
2503;2020-05-21;Umbria;17;2;19;42;61;-5;2;1294;74;0.0;0.0;1429;60471;42720.0;1251;972.0;0
2504;2020-05-22;Umbria;16;2;18;41;59;-2;0;1296;74;0.0;0.0;1429;61696;43686.0;1225;966.0;0
2505;2020-05-23;Umbria;15;2;17;39;56;-3;1;1300;74;0.0;0.0;1430;63009;44473.0;1313;787.0;0
2506;2020-05-24;Umbria;15;2;17;36;53;-3;0;1302;75;0.0;0.0;1430;63717;45131.0;708;658.0;1
2507;2020-05-25;Umbria;15;2;17;29;46;-7;0;1309;75;0.0;0.0;1430;63916;45268.0;199;137.0;0
2508;2020-05-26;Umbria;12;2;14;28;42;-4;1;1314;75;0.0;0.0;1431;65013;46044.0;1097;776.0;0
2509;2020-05-27;Umbria;13;2;15;17;32;-10;0;1324;75;0.0;0.0;1431;66219;46975.0;1206;931.0;0
2510;2020-05-28;Umbria;14;2;16;17;33;1;0;1323;75;0.0;0.0;1431;67458;47920.0;1239;945.0;0
2511;2020-05-29;Umbria;15;2;17;14;31;-2;0;1324;76;0.0;0.0;1431;68773;48873.0;1315;953.0;1
2512;2020-05-30;Umbria;16;1;17;14;31;0;0;1324;76;0.0;0.0;1431;70023;49760.0;1250;887.0;0
2513;2020-05-31;Umbria;15;2;17;14;31;0;0;1324;76;0.0;0.0;1431;70553;50271.0;530;511.0;0
2514;2020-06-01;Umbria;15;2;17;14;31;0;0;1324;76;0.0;0.0;1431;70741;50790.0;188;519.0;0
2515;2020-06-02;Umbria;15;2;17;14;31;0;0;1324;76;0.0;0.0;1431;71769;51508.0;1028;718.0;0
2516;2020-06-03;Umbria;15;2;17;14;31;0;0;1324;76;0.0;0.0;1431;72001;51310.0;232;-198.0;0
2517;2020-06-04;Umbria;15;2;17;14;31;0;0;1324;76;0.0;0.0;1431;73204;52223.0;1203;913.0;0
2518;2020-06-05;Umbria;12;2;14;15;29;-2;0;1326;76;0.0;0.0;1431;74142;52888.0;938;665.0;0
2519;2020-06-06;Umbria;11;2;13;15;28;-1;0;1327;76;0.0;0.0;1431;75336;53733.0;1194;845.0;0
2520;2020-06-07;Umbria;10;2;12;17;29;1;1;1327;76;0.0;0.0;1432;76179;54314.0;843;581.0;0
2521;2020-06-08;Umbria;10;2;12;17;29;0;0;1327;76;0.0;0.0;1432;76413;54486.0;234;172.0;0
2522;2020-06-09;Umbria;12;2;14;15;29;0;3;1330;76;0.0;0.0;1435;77427;55145.0;1014;659.0;0
2523;2020-06-10;Umbria;13;2;15;13;28;-1;1;1332;76;0.0;0.0;1436;78366;55763.0;939;618.0;0
2524;2020-06-11;Umbria;11;2;13;13;26;-2;0;1334;76;0.0;0.0;1436;79234;56310.0;868;547.0;0
2525;2020-06-12;Umbria;10;1;11;13;24;-2;0;1336;76;0.0;0.0;1436;80190;56914.0;956;604.0;0
2526;2020-06-13;Umbria;10;1;11;10;21;-3;0;1339;76;0.0;0.0;1436;81155;57511.0;965;597.0;0
2527;2020-06-14;Umbria;9;1;10;10;20;-1;0;1339;77;0.0;0.0;1436;81976;58013.0;821;502.0;1
2528;2020-06-15;Umbria;9;1;10;8;18;-2;0;1341;77;0.0;0.0;1436;82235;58164.0;259;151.0;0
2529;2020-06-16;Umbria;8;1;9;9;18;0;1;1342;77;0.0;0.0;1437;83435;58815.0;1200;651.0;0
2530;2020-06-17;Umbria;7;2;9;9;18;0;0;1342;77;0.0;0.0;1437;84511;59407.0;1076;592.0;0
2531;2020-06-18;Umbria;5;2;7;9;16;-2;0;1344;77;0.0;0.0;1437;85586;59912.0;1075;505.0;0
2532;2020-06-19;Umbria;5;2;7;10;17;1;1;1344;77;0.0;0.0;1438;86693;60357.0;1107;445.0;0
2533;2020-06-20;Umbria;5;2;7;10;17;0;0;1343;78;0.0;0.0;1438;87789;60857.0;1096;500.0;1
2534;2020-06-21;Umbria;4;1;5;10;15;-2;0;1345;78;0.0;0.0;1438;88509;61227.0;720;370.0;0
2535;2020-06-22;Umbria;4;1;5;8;13;-2;0;1347;78;0.0;0.0;1438;88714;61375.0;205;148.0;0
2536;2020-06-23;Umbria;4;1;5;7;12;-1;0;1348;78;0.0;0.0;1438;89831;61929.0;1117;554.0;0
2537;2020-06-24;Umbria;3;1;4;7;11;-1;1;1349;79;0.0;0.0;1439;90838;62477.0;1007;548.0;1
2538;2020-06-25;Umbria;3;1;4;6;10;-1;0;1350;79;1428.0;11.0;1439;91832;63068.0;994;591.0;0
2539;2020-06-26;Umbria;2;1;3;7;10;0;1;1351;79;1428.0;12.0;1440;92704;63545.0;872;477.0;0
2540;2020-06-27;Umbria;2;1;3;7;10;0;0;1350;80;1428.0;12.0;1440;93571;64026.0;867;481.0;1
2541;2020-06-28;Umbria;2;1;3;6;9;-1;0;1351;80;1428.0;12.0;1440;94286;64456.0;715;430.0;0
2542;2020-06-29;Umbria;2;1;3;6;9;0;0;1351;80;1428.0;12.0;1440;94519;64620.0;233;164.0;0
2543;2020-06-30;Umbria;3;1;4;6;10;1;1;1351;80;1428.0;13.0;1441;95627;65217.0;1108;597.0;0
2544;2020-07-01;Umbria;3;1;4;6;10;0;0;1351;80;1428.0;13.0;1441;96602;65770.0;975;553.0;0
2545;2020-07-02;Umbria;3;1;4;7;11;1;3;1353;80;1431.0;13.0;1444;97698;66402.0;1096;632.0;0
2546;2020-07-03;Umbria;4;0;4;6;10;-1;2;1356;80;1432.0;14.0;1446;98488;66783.0;790;381.0;0
2547;2020-07-04;Umbria;4;0;4;5;9;-1;1;1358;80;1433.0;14.0;1447;99397;67231.0;909;448.0;0
2548;2020-07-05;Umbria;4;0;4;5;9;0;0;1358;80;1433.0;14.0;1447;100193;67644.0;796;413.0;0
2549;2020-07-06;Umbria;4;0;4;5;9;0;0;1358;80;1433.0;14.0;1447;100395;67791.0;202;147.0;0
2550;2020-07-07;Umbria;3;0;3;5;8;-1;0;1359;80;1433.0;14.0;1447;101557;68353.0;1162;562.0;0
2551;2020-07-08;Umbria;3;0;3;4;7;-1;0;1360;80;1433.0;14.0;1447;102611;68863.0;1054;510.0;0
2552;2020-07-09;Umbria;3;0;3;4;7;0;0;1360;80;1433.0;14.0;1447;103642;69412.0;1031;549.0;0
2553;2020-07-10;Umbria;4;0;4;4;8;1;1;1360;80;1434.0;14.0;1448;104428;69774.0;786;362.0;0
2554;2020-07-11;Umbria;4;0;4;4;8;0;0;1360;80;1433.0;15.0;1448;105383;70252.0;955;478.0;0
2555;2020-07-12;Umbria;4;0;4;5;9;1;2;1361;80;1434.0;16.0;1450;106030;70601.0;647;349.0;0
2556;2020-07-13;Umbria;4;0;4;4;8;-1;0;1362;80;1434.0;16.0;1450;106265;70762.0;235;161.0;0
2557;2020-07-14;Umbria;4;0;4;4;8;0;0;1362;80;1434.0;16.0;1450;107301;71359.0;1036;597.0;0
2558;2020-07-15;Umbria;5;0;5;5;10;2;2;1362;80;1435.0;17.0;1452;108430;71881.0;1129;522.0;0
2559;2020-07-16;Umbria;5;0;5;5;10;0;0;1362;80;1435.0;17.0;1452;109277;72335.0;847;454.0;0
2560;2020-07-17;Umbria;6;0;6;6;12;2;2;1362;80;1436.0;18.0;1454;110114;72708.0;837;373.0;0
2561;2020-07-18;Umbria;6;0;6;8;14;2;2;1362;80;1437.0;19.0;1456;111045;73180.0;931;472.0;0
2562;2020-07-19;Umbria;6;0;6;6;12;-2;0;1364;80;1437.0;19.0;1456;111772;73521.0;727;341.0;0
2563;2020-07-20;Umbria;6;0;6;6;12;0;0;1364;80;1437.0;19.0;1456;111968;73653.0;196;132.0;0
2564;2020-07-21;Umbria;6;0;6;8;14;2;3;1365;80;1439.0;20.0;1459;113086;74180.0;1118;527.0;0
2565;2020-07-22;Umbria;6;0;6;10;16;2;2;1365;80;1441.0;20.0;1461;114155;74634.0;1069;454.0;0
2566;2020-07-23;Umbria;6;0;6;11;17;1;2;1366;80;1443.0;20.0;1463;115059;75059.0;904;425.0;0
2567;2020-02-24;P.A. Trento;0;0;0;0;0;0;0;0;0;0.0;0.0;0;3;0.0;3;0.0;0
2568;2020-02-25;P.A. Trento;0;0;0;0;0;0;0;0;0;0.0;0.0;0;3;0.0;0;0.0;0
2569;2020-02-26;P.A. Trento;0;0;0;0;0;0;0;0;0;0.0;0.0;0;3;0.0;0;0.0;0
2570;2020-02-27;P.A. Trento;0;0;0;0;0;0;0;0;0;0.0;0.0;0;32;0.0;29;0.0;0
2571;2020-02-28;P.A. Trento;0;0;0;0;0;0;0;0;0;0.0;0.0;0;32;0.0;0;0.0;0
2572;2020-02-29;P.A. Trento;0;0;0;0;0;0;0;0;0;0.0;0.0;0;43;0.0;11;0.0;0
2573;2020-03-01;P.A. Trento;0;0;0;0;0;0;0;0;0;0.0;0.0;0;122;0.0;79;0.0;0
2574;2020-03-02;P.A. Trento;0;0;0;0;0;0;0;0;0;0.0;0.0;0;122;0.0;0;0.0;0
2575;2020-03-03;P.A. Trento;1;0;1;3;4;4;4;0;0;0.0;0.0;4;122;0.0;0;0.0;0
2576;2020-03-04;P.A. Trento;1;0;1;4;5;1;1;0;0;0.0;0.0;5;122;0.0;0;0.0;0
2577;2020-03-05;P.A. Trento;2;0;2;5;7;2;2;0;0;0.0;0.0;7;122;0.0;0;0.0;0
2578;2020-03-06;P.A. Trento;4;0;4;6;10;3;3;0;0;0.0;0.0;10;122;0.0;0;0.0;0
2579;2020-03-07;P.A. Trento;6;1;7;7;14;4;4;0;0;0.0;0.0;14;194;0.0;72;0.0;0
2580;2020-03-08;P.A. Trento;7;2;9;14;23;9;9;0;0;0.0;0.0;23;228;0.0;34;0.0;0
2581;2020-03-09;P.A. Trento;10;2;12;21;33;10;10;0;0;0.0;0.0;33;267;0.0;39;0.0;0
2582;2020-03-10;P.A. Trento;19;3;22;28;50;17;19;2;0;0.0;0.0;52;399;0.0;132;0.0;0
2583;2020-03-11;P.A. Trento;28;4;32;42;74;24;25;3;0;0.0;0.0;77;527;0.0;128;0.0;0
2584;2020-03-12;P.A. Trento;43;5;48;54;102;28;30;4;1;0.0;0.0;107;593;0.0;66;0.0;1
2585;2020-03-13;P.A. Trento;58;6;64;93;157;55;56;4;2;0.0;0.0;163;846;0.0;253;0.0;1
2586;2020-03-14;P.A. Trento;68;12;80;119;199;42;43;5;2;0.0;0.0;206;1006;0.0;160;0.0;0
2587;2020-03-15;P.A. Trento;73;19;92;275;367;168;172;5;6;0.0;0.0;378;1006;0.0;0;0.0;4
2588;2020-03-16;P.A. Trento;73;19;92;275;367;0;0;5;6;0.0;0.0;378;1006;0.0;0;0.0;0
2589;2020-03-17;P.A. Trento;107;22;129;239;368;1;7;10;7;0.0;0.0;385;1727;0.0;721;0.0;1
2590;2020-03-18;P.A. Trento;141;22;163;273;436;68;70;12;7;0.0;0.0;455;2187;0.0;460;0.0;0
2591;2020-03-19;P.A. Trento;169;30;199;292;491;55;68;20;12;0.0;0.0;523;2203;0.0;16;0.0;5
2592;2020-03-20;P.A. Trento;198;34;232;368;600;109;119;29;13;0.0;0.0;642;2656;0.0;453;0.0;1
2593;2020-03-21;P.A. Trento;233;39;272;448;720;120;140;34;28;0.0;0.0;782;2656;0.0;0;0.0;15
2594;2020-03-22;P.A. Trento;235;46;281;604;885;165;172;34;35;0.0;0.0;954;3050;0.0;394;0.0;7
2595;2020-03-23;P.A. Trento;249;46;295;619;914;29;69;68;41;0.0;0.0;1023;3150;0.0;100;0.0;6
2596;2020-03-24;P.A. Trento;308;49;357;618;975;61;87;79;56;0.0;0.0;1110;3712;0.0;562;0.0;15
2597;2020-03-25;P.A. Trento;308;65;373;685;1058;83;112;90;74;0.0;0.0;1222;4114;0.0;402;0.0;18
2598;2020-03-26;P.A. Trento;300;66;366;728;1094;36;75;117;86;0.0;0.0;1297;4600;0.0;486;0.0;12
2599;2020-03-27;P.A. Trento;341;66;407;757;1164;70;94;125;102;0.0;0.0;1391;4923;0.0;323;0.0;16
2600;2020-03-28;P.A. Trento;351;72;423;811;1234;70;114;151;120;0.0;0.0;1505;5561;0.0;638;0.0;18
2601;2020-03-29;P.A. Trento;356;75;431;862;1293;59;89;172;129;0.0;0.0;1594;5950;0.0;389;0.0;9
2602;2020-03-30;P.A. Trento;353;78;431;926;1357;64;88;178;147;0.0;0.0;1682;6377;0.0;427;0.0;18
2603;2020-03-31;P.A. Trento;354;80;434;955;1389;32;64;193;164;0.0;0.0;1746;6973;0.0;596;0.0;17
2604;2020-04-01;P.A. Trento;345;76;421;1062;1483;94;124;214;173;0.0;0.0;1870;7675;0.0;702;0.0;9
2605;2020-04-02;P.A. Trento;339;78;417;1170;1587;104;133;229;187;0.0;0.0;2003;8496;0.0;821;0.0;14
2606;2020-04-03;P.A. Trento;343;80;423;1236;1659;72;106;246;204;0.0;0.0;2109;8993;0.0;497;0.0;17
2607;2020-04-04;P.A. Trento;353;81;434;1319;1753;94;111;257;210;0.0;0.0;2220;9863;0.0;870;0.0;6
2608;2020-04-05;P.A. Trento;352;80;432;1363;1795;42;65;273;217;0.0;0.0;2285;10476;0.0;613;0.0;7
2609;2020-04-06;P.A. Trento;354;79;433;1405;1838;43;63;280;230;0.0;0.0;2348;11130;0.0;654;0.0;13
2610;2020-04-07;P.A. Trento;360;78;438;1452;1890;52;128;342;244;0.0;0.0;2476;12030;0.0;900;0.0;14
2611;2020-04-08;P.A. Trento;354;77;431;1509;1940;50;126;407;255;0.0;0.0;2602;13258;0.0;1228;0.0;11
2612;2020-04-09;P.A. Trento;345;69;414;1564;1978;38;106;462;268;0.0;0.0;2708;14338;0.0;1080;0.0;13
2613;2020-04-10;P.A. Trento;335;70;405;1589;1994;16;108;547;275;0.0;0.0;2816;14981;0.0;643;0.0;7
2614;2020-04-11;P.A. Trento;335;62;397;1667;2064;70;154;622;284;0.0;0.0;2970;16646;0.0;1665;0.0;9
2615;2020-04-12;P.A. Trento;322;61;383;1699;2082;18;83;678;293;0.0;0.0;3053;17797;0.0;1151;0.0;9
2616;2020-04-13;P.A. Trento;326;56;382;1698;2080;-2;73;746;300;0.0;0.0;3126;18586;0.0;789;0.0;7
2617;2020-04-14;P.A. Trento;325;54;379;1703;2082;2;15;749;310;0.0;0.0;3141;18774;0.0;188;0.0;10
2618;2020-04-15;P.A. Trento;312;48;360;1744;2104;22;79;798;318;0.0;0.0;3220;19535;0.0;761;0.0;8
2619;2020-04-16;P.A. Trento;296;43;339;1748;2087;-17;74;885;322;0.0;0.0;3294;20773;0.0;1238;0.0;4
2620;2020-04-17;P.A. Trento;286;44;330;1660;1990;-97;82;1044;342;0.0;0.0;3376;21921;0.0;1148;0.0;20
2621;2020-04-18;P.A. Trento;276;42;318;1667;1985;-5;55;1098;348;0.0;0.0;3431;23147;0.0;1226;0.0;6
2622;2020-04-19;P.A. Trento;278;41;319;1652;1971;-14;101;1201;360;0.0;0.0;3532;24388;16685.0;1241;16685.0;12
2623;2020-04-20;P.A. Trento;272;40;312;1617;1929;-42;58;1295;366;0.0;0.0;3590;26211;17347.0;1823;662.0;6
2624;2020-04-21;P.A. Trento;254;38;292;1617;1909;-20;24;1329;376;0.0;0.0;3614;26610;17705.0;399;358.0;10
2625;2020-04-22;P.A. Trento;245;34;279;1595;1874;-35;32;1391;381;0.0;0.0;3646;26674;17672.0;64;-33.0;5
2626;2020-04-23;P.A. Trento;234;29;263;1608;1871;-3;81;1474;382;0.0;0.0;3727;28240;18656.0;1566;984.0;1
2627;2020-04-24;P.A. Trento;224;28;252;1575;1827;-44;49;1560;389;0.0;0.0;3776;29779;19250.0;1539;594.0;7
2628;2020-04-25;P.A. Trento;202;27;229;1515;1744;-83;62;1694;400;0.0;0.0;3838;30661;19394.0;882;144.0;11
2629;2020-04-26;P.A. Trento;199;24;223;1459;1682;-62;56;1807;405;0.0;0.0;3894;32142;19902.0;1481;508.0;5
2630;2020-04-27;P.A. Trento;201;23;224;1483;1707;25;101;1881;407;0.0;0.0;3995;33152;20199.0;1010;297.0;2
2631;2020-04-28;P.A. Trento;182;22;204;1361;1565;-142;30;2048;412;0.0;0.0;4025;33839;20539.0;687;340.0;5
2632;2020-04-29;P.A. Trento;165;22;187;1276;1463;-102;44;2190;416;0.0;0.0;4069;35008;20944.0;1169;405.0;4
2633;2020-04-30;P.A. Trento;158;21;179;1191;1370;-93;47;2328;418;0.0;0.0;4116;36534;21622.0;1526;678.0;2
2634;2020-05-01;P.A. Trento;146;19;165;1128;1293;-77;16;2416;423;0.0;0.0;4132;37838;22602.0;1304;980.0;5
2635;2020-05-02;P.A. Trento;138;19;157;1125;1282;-11;49;2474;425;0.0;0.0;4181;39579;23380.0;1741;778.0;2
2636;2020-05-03;P.A. Trento;136;17;153;1094;1247;-35;66;2571;429;0.0;0.0;4247;41095;24085.0;1516;705.0;4
2637;2020-05-04;P.A. Trento;135;17;152;1013;1165;-82;11;2663;430;0.0;0.0;4258;42061;24500.0;966;415.0;1
2638;2020-05-05;P.A. Trento;126;15;141;900;1041;-124;3;2787;433;0.0;0.0;4261;42870;25137.0;809;637.0;3
2639;2020-05-06;P.A. Trento;116;13;129;853;982;-59;19;2861;437;0.0;0.0;4280;44719;26161.0;1849;1024.0;4
2640;2020-05-07;P.A. Trento;99;11;110;800;910;-72;3;2935;438;0.0;0.0;4283;46500;28486.0;1781;2325.0;1
2641;2020-05-08;P.A. Trento;94;11;105;767;872;-38;2;2975;438;0.0;0.0;4285;48220;29188.0;1720;702.0;0
2642;2020-05-09;P.A. Trento;87;10;97;733;830;-42;7;3024;438;0.0;0.0;4292;50278;30354.0;2058;1166.0;0
2643;2020-05-10;P.A. Trento;82;10;92;694;786;-44;3;3068;441;0.0;0.0;4295;52039;30808.0;1761;454.0;3
2644;2020-05-11;P.A. Trento;84;11;95;640;735;-51;2;3119;443;0.0;0.0;4297;53398;31970.0;1359;1162.0;2
2645;2020-05-12;P.A. Trento;80;9;89;578;667;-68;6;3191;445;0.0;0.0;4303;55334;33082.0;1936;1112.0;2
2646;2020-05-13;P.A. Trento;76;9;85;488;573;-94;9;3293;446;0.0;0.0;4312;57997;34662.0;2663;1580.0;1
2647;2020-05-14;P.A. Trento;66;9;75;430;505;-68;3;3362;448;0.0;0.0;4315;60843;36359.0;2846;1697.0;2
2648;2020-05-15;P.A. Trento;53;9;62;344;406;-99;3;3461;451;0.0;0.0;4318;63700;38273.0;2857;1914.0;3
2649;2020-05-16;P.A. Trento;44;8;52;293;345;-61;8;3528;453;0.0;0.0;4326;65383;39613.0;1683;1340.0;2
2650;2020-05-17;P.A. Trento;41;8;49;252;301;-44;12;3584;453;0.0;0.0;4338;69659;41383.0;4276;1770.0;0
2651;2020-05-18;P.A. Trento;41;8;49;199;248;-53;13;3650;453;0.0;0.0;4351;70173;41383.0;514;0.0;0
2652;2020-05-19;P.A. Trento;42;8;50;154;204;-44;7;3699;455;0.0;0.0;4358;70691;42125.0;518;742.0;2
2653;2020-05-20;P.A. Trento;39;6;45;81;126;-78;10;3787;455;0.0;0.0;4368;72031;42140.0;1340;15.0;0
2654;2020-05-21;P.A. Trento;40;6;46;20;66;-60;10;3857;455;0.0;0.0;4378;73849;42954.0;1818;814.0;0
2655;2020-05-22;P.A. Trento;32;4;36;571;607;541;10;3326;455;0.0;0.0;4388;76001;43885.0;2152;931.0;0
2656;2020-05-23;P.A. Trento;28;4;32;533;565;-42;7;3374;456;0.0;0.0;4395;78185;45304.0;2184;1419.0;1
2657;2020-05-24;P.A. Trento;27;4;31;504;535;-30;9;3412;457;0.0;0.0;4404;79788;45860.0;1603;556.0;1
2658;2020-05-25;P.A. Trento;27;4;31;486;517;-18;1;3430;458;0.0;0.0;4405;80454;45531.0;666;-329.0;1
2659;2020-05-26;P.A. Trento;24;3;27;486;513;-4;10;3441;461;0.0;0.0;4415;81149;45926.0;695;395.0;3
2660;2020-05-27;P.A. Trento;19;2;21;456;477;-36;7;3483;462;0.0;0.0;4422;82269;46350.0;1120;424.0;1
2661;2020-05-28;P.A. Trento;17;3;20;438;458;-19;3;3505;462;0.0;0.0;4425;83018;46735.0;749;385.0;0
2662;2020-05-29;P.A. Trento;16;3;19;391;410;-48;3;3556;462;0.0;0.0;4428;84805;47349.0;1787;614.0;0
2663;2020-05-30;P.A. Trento;13;3;16;350;366;-44;1;3601;462;0.0;0.0;4429;86565;47908.0;1760;559.0;0
2664;2020-05-31;P.A. Trento;13;3;16;288;304;-62;1;3664;462;0.0;0.0;4430;88558;48665.0;1993;757.0;0
2665;2020-06-01;P.A. Trento;14;3;17;276;293;-11;2;3677;462;0.0;0.0;4432;89235;48853.0;677;188.0;0
2666;2020-06-02;P.A. Trento;14;2;16;267;283;-10;0;3686;463;0.0;0.0;4432;89787;49173.0;552;320.0;1
2667;2020-06-03;P.A. Trento;15;2;17;205;222;-61;1;3748;463;0.0;0.0;4433;91021;49626.0;1234;453.0;0
2668;2020-06-04;P.A. Trento;14;1;15;192;207;-15;0;3762;464;0.0;0.0;4433;91631;49920.0;610;294.0;1
2669;2020-06-05;P.A. Trento;8;1;9;114;123;-84;0;3846;464;0.0;0.0;4433;92916;50312.0;1285;392.0;0
2670;2020-06-06;P.A. Trento;6;1;7;97;104;-19;1;3866;464;0.0;0.0;4434;94159;50758.0;1243;446.0;0
2671;2020-06-07;P.A. Trento;6;1;7;75;82;-22;1;3889;464;0.0;0.0;4435;95638;51385.0;1479;627.0;0
