author,content,date,tags,title,url,website-domain
 Affaritaliani,"

Pisa:incidente d'auto, scoppia l'airbag.Muore un bimbo di 2 mesi per l'impatto Articolo completo »   Commenti »
 Toscana Pisa Airbag

",2020-02-17,"['Toscana', 'Pisa', 'Airbag']","Pisa:incidente d'auto, scoppia l'airbag.Muore un bimbo di 2 mesi per l'impatto",https://www.affaritaliani.it/cronache/pisaincidente-auto-scoppia-airbagmuore-un-bimbo-di-2-mesi-per-impatto-653054.html?ref=rss,www.affaritaliani.it
 LaPresse,"

Pisa, 17 feb. (LaPresse) - Un neonato di due mesi è morto alle 22.30 di ieri all'ospedale Cisanello di Pisa dove era stato trasportato nel pomeriggio in gravissime condizioni per i traumi riportati in un tamponamento fra tre auto, in via Paradisa.... Articolo completo »   Commenti »
 Toscana Pisa

",2020-02-17,"['Toscana', 'Pisa']","Pisa, esplode airbag per tamponamento tra auto: muore neonato",https://www.lapresse.it/cronaca/pisa_esplode_airbag_per_tamponamento_tra_auto_muore_neonato-2371404/news/2020-02-17/,www.lapresse.it
 RaiNews24,"

 Il piccolo era nell'ovetto messo sul sedile del passeggero anteriore ed è stato investito dalla deflagrazione Articolo completo »   Commenti »
 Toscana Pisa Airbag

",2020-02-17,"['Toscana', 'Pisa', 'Airbag']","Pisa. In tamponamento scoppia airbag, muore bimbo di 2 mesi",http://www.rainews.it/dl/rainews/articoli/pisa-in-tamponamento-scoppia-airbag-muore-bimbo-di-due-mesi-57d7d6b2-5c74-4e28-897c-13136c5f6dfa.html,www.rainews.it
 Il Giornale,"

""Mi interessano solo due cose: i soldi e le donne. I soldi so come procurarmeli. Le donne le preferisco dell'Est; loro non creano problemi e io le tratto come mi pare"". Sono le parole di Francesco Baingio Douglas Fadda, il 45enne arrestato ieri con... Articolo completo »   Commenti »
 Omicidi Arresti

",2020-02-17,"['Omicidi', 'Arresti']","Uccisa a coltellate dall'ex: ""Tratto le donne come mi pare""",https://www.ilgiornale.it/news/cronache/uccisa-coltellate-dallex-tratto-donne-mi-pare-1827723.html,www.ilgiornale.it
 Il Giornale,"

Una storia paradossale quella accaduta a Benevento, provincia dell'entroterra campano, dove una badante di 64 anni, ora in carcere, fermata dalle forze dell'ordine, ha abbandonato il corpo senza vita un anziano di 84 anni nei pressi dell'ospedale... Articolo completo »   Commenti »
 Campania Benevento Carceri

",2020-02-17,"['Campania', 'Benevento', 'Carceri']",Badante abbandona il cadavere di un anziano davanti all'ospedale,https://www.ilgiornale.it/news/cronache/benevento-abbandona-corpo-senza-vita-anziano-fuori-l-1827785.html,www.ilgiornale.it
 Il Valore Italiano,"

Un neonato che avrebbe compiuto due mesi è morto oggi a Pisa a causa delle gravi ferite riportate in un incidente stradale ieri pomeriggio. Il bimbo viaggiava nell'auto dei familiari coinvolta in un tamponamento fra almeno tre vetture.
La... Articolo completo »   Commenti »
 Toscana Pisa Polizia Stradale Polizia

",2020-02-17,"['Toscana', 'Pisa', 'Polizia Stradale', 'Polizia']",Neonato muore a seguito di un tamponamento per lo scoppio dellairbag,https://www.ilvaloreitaliano.it/neonato-muore-a-seguito-di-un-tamponamento-per-lo-scoppio-dellairbag/,www.ilvaloreitaliano.it
 Giornale di Sicilia,"

È morto a Pisa un neonato che avrebbe compiuto 2 mesi proprio oggi a causa delle gravi ferite riportate in un incidente stradale ieri pomeriggio. Il bimbo viaggiava nell'auto dei familiari coinvolta... Articolo completo »   Commenti »
 Airbag Toscana Pisa

",2020-02-17,"['Airbag', 'Toscana', 'Pisa']","In un incidente scoppia l'airbag, neonato di 2 mesi morto nell'impatto",https://gds.it/articoli/cronaca/2020/02/17/in-un-incidente-scoppia-lairbag-neonato-di-2-mesi-morto-nellimpatto-8b727708-2125-4ade-9808-e123ec5a827b/?utm_source=immediafeed&utm_medium=feed&utm_campaign=hp_sicilia,gds.it
 La Gazzetta del Mezzogiorno,"

PISA, 17 FEB - E' morto a Pisa un neonato che avrebbe compiuto 2 mesi proprio oggi a causa delle gravi ferite riportate in un incidente stradale ieri pomeriggio. Il bimbo viaggiava nell'auto dei familiari coinvolta in un tamponamento fra almeno tre... Articolo completo »   Commenti »
 Airbag Toscana Pisa

",2020-02-17,"['Airbag', 'Toscana', 'Pisa']","In urto scoppia airbag, morto neonato",https://www.lagazzettadelmezzogiorno.it/news/italia/1205940/in-urto-scoppia-airbag-morto-neonato.html,www.lagazzettadelmezzogiorno.it
 Tgcom,"

Il bambino è morto domenica sera in ospedale, diverse ore dopo l'incidente. Sempre secondo le ricostruzioni il padre guidava, mentre la madre con un altro figlio erano entrambi seduti dietro.
 
In seguito al tamponamento, l'airbag è scoppiato e ha... Articolo completo »   Commenti »
 Toscana Pisa

",2020-02-17,"['Toscana', 'Pisa']","Pisa, in tamponamento scoppia airbag: muore bimbo di due mesi",https://www.tgcom24.mediaset.it/cronaca/toscana/pisa-in-tamponamento-scoppia-airbag-muore-bimbo-di-due-mesi_14914401-202002a.shtml,www.tgcom24.mediaset.it
 La Stampa,"

Il piccolo era seduto nell'ovetto messo sul sedile del passeggero anteriore ed è stato investito dalla deflagrazione Articolo completo »   Commenti »
 Airbag Toscana Pisa

",2020-02-17,"['Airbag', 'Toscana', 'Pisa']",Durante un tamponamento scoppia lairbag: neonato di 2 mesi muore a Pisa,https://www.lastampa.it/cronaca/2020/02/17/news/durante-un-tamponamento-scoppia-l-airbag-neonato-di-2-mesi-muore-a-pisa-1.38479925,www.lastampa.it
 Impronta Unika,"

Redazione
Un bambino di due mesi è morto per le conseguenze di un tamponamento avvenuto a Pisa nella giornata di domenica. Il piccolo è morto nella tarda serata all'ospedale di Cisanello. Lo scontro fra auto non è stato violento, ma il piccolo, che... Articolo completo »   Commenti »
 Toscana Pisa

",2020-02-17,"['Toscana', 'Pisa']","Tragedia a Pisa, tampona auto e scoppia airbag, muore neonato",https://www.improntaunika.it/2020/02/tragedia-a-pisa-tampona-auto-e-scoppia-airbag-muore-neonato/,www.improntaunika.it
 Ultime Notizie Flash,"

E' una notizia tragica quella che arriva in questo lunedì di metà febbraio. E' una di quelle notizie che non si vorrebbero dare e che ci racconta un dramma.
Un neonato di appena due mesi è morto dopo un tragico incidente stradale avvenuto ieri... Articolo completo »   Commenti »
 Toscana Pisa Omicidi

",2020-02-17,"['Toscana', 'Pisa', 'Omicidi']","Pisa, neonato di due mesi muore ucciso dalle ferite causate dallairbag dopo tamponamento",https://www.ultimenotizieflash.com/cronaca/ultimissime/2020/02/17/pisa-neonato-di-due-mesi-muore-ucciso-dalle-ferite-causate-dallairbag-dopo-tamponamento,www.ultimenotizieflash.com
 ViaggiNews,"

Aveva solamente 2 mesi il neonato morto in un incidente presso Pisa. A causargli lesioni fatali un malfunzionamento dell'airbag. Il decesso si è verificato alcune ore dopo la tremenda sciagura, dopo il ricovero in ospedale. Un neonato morto a... Articolo completo »   Commenti »
 Toscana Pisa

",2020-02-17,"['Toscana', 'Pisa']",Pisa | neonato morto in incidente | scoppia airbag | aveva 2 mesi,https://www.viagginews.com/2020/02/17/pisa-neonato-morto-incidente-airbag/?utm_source=rss&utm_medium=rss&utm_campaign=pisa-neonato-morto-incidente-airbag,www.viagginews.com
 NewNotizie,"

Dramma a Pisa. Un neonato di appena due mesi è morto a causa delle ferite riportate dall'esplosione dell'airbag dopo un tamponamento accaduto nel pomeriggio di ieri nella città toscana. L'incidente è avvenuto ieri intorno alle 16.30: si è trattato... Articolo completo »   Commenti »
 Airbag Toscana Pisa

",2020-02-17,"['Airbag', 'Toscana', 'Pisa']","Airbag scoppia dopo un tamponamento e travolge un neonato di due mesi, uccidendolo: è dramma nel...",https://www.newnotizie.it/2020/02/17/airbag-scoppia-dopo-un-tamponamento-e-travolge-un-neonato-di-due-mesi-uccidendolo-e-dramma-nel-pisano/,www.newnotizie.it
 Lettera 43,"

Secondo la ricostruzione della polizia municipale, il piccolo era nell'ovetto posizionato sul sedile del passeggero anteriore, accanto al guidatore, ed è stato investito dalla deflagrazione.
È morto a Pisa un bambino di 2 mesi a causa delle gravi... Articolo completo »   Commenti »
 Toscana Pisa Polizia

",2020-02-17,"['Toscana', 'Pisa', 'Polizia']","Scoppia lairbag durante un tamponamento, morto neonato a Pisa",https://www.lettera43.it/scoppia-lairbag-durante-un-tamponamento-morto-neonato-a-pisa/,www.lettera43.it
 Art News,"

Avrebbe compiuto 2 mesi proprio oggi. E' morto il neonato rimasto coinvolto in un incidente tra auto a Pisa; il piccolo è deceduto a causa delle gravi ferite. Il bimbo viaggiava nell'auto dei familiari coinvolta in un tamponamento fra almeno tre... Articolo completo »   Commenti »
 Toscana Pisa

",2020-02-17,"['Toscana', 'Pisa']","Pisa, scoppia airbag durante un tamponamento: muore neonato di 2 mesi",https://www.art-news.it/pisa-scoppia-airbag-durante-un-tamponamento-muore-neonato-di-2-mesi/,www.art-news.it
 Blitz,"

Alfredo Marconi, 76enne cade con gli sci e muore in Val Gardena (foto Ansa)
ROMA - Alfredo Marconi, 76enne titolare di una concessionaria d'auto a Camucia, in provincia di Arezzo, ha perso la vita dopo una caduta su una pista da sci in... Articolo completo »   Commenti »
 Toscana Arezzo

",2020-02-17,"['Toscana', 'Arezzo']","Alfredo Marconi, 76enne cade con gli sci e muore in Val Gardena",https://www.blitzquotidiano.it/cronaca-italia/alfredo-marconi-cade-sci-3150412/,www.blitzquotidiano.it
 Affaritaliani,"

Segui su affaritaliani.it Articolo completo »   Commenti »
 Toscana Pisa Airbag

",2020-02-17,"['Toscana', 'Pisa', 'Airbag']","Pisa, scoppia l'airbag: muore neonatoEra nel seggiolino sul sedile davanti",https://www.affaritaliani.it/cronache/pisaincidente-auto-scoppia-airbagmuore-un-bimbo-di-2-mesi-per-impatto-653054.html?ref=ig,www.affaritaliani.it
 Il Sussidiario,"

Dramma a Pisa, incidente stradale con tamponamento di 3 auto: morto bimbo neonato per scoppio airbag, oggi avrebbe compiuto 2 mesi Articolo completo »   Commenti »
 Toscana Pisa Airbag

",2020-02-17,"['Toscana', 'Pisa', 'Airbag']","Pisa, scoppia airbag: morto neonato 2 mesi/ Incidente choc dopo tamponamento 3 auto",https://www.ilsussidiario.net/news/pisa-scoppia-airbag-morto-neonato-2-mesi-incidente-choc-dopo-tamponamento-3-auto/1986672/,www.ilsussidiario.net
 L'Arno,"



- Paolo Lazzari -
Arrotondava lo stipendio da pizzaiolo - attività svolta in una nota e frequentatissima pizzeria di Antraccoli, a pochi km da Lucca - spacciando droga anche in pieno giorno. A finire in manette ieri (16 febbraio) è stato un... Articolo completo »   Commenti »
 Toscana Lucca

",2020-02-17,"['Toscana', 'Lucca']",Noto pizzaiolo arrotondava spacciando droga,https://larno.ilgiornale.it/2020/02/17/noto-pizzaiolo-arrotondava-spacciando-droga/,larno.ilgiornale.it
 Secolo d'Italia,"

Lo scoppio dell'airbag potrebbe essere stato fatale a un neonato, morto in un incidente stradale ieri a Pisa. Il piccolo avrebbe compiuto due mesi proprio oggi. Il neonato è rimasto coinvolto in un tamponamento fra tre auto, in via Manghi, nel... Articolo completo »   Commenti »
 Toscana Pisa

",2020-02-17,"['Toscana', 'Pisa']",Lairbag scoppia dopo un tamponamento: esplosione fatale per un neonato di due mesi,https://www.secoloditalia.it/2020/02/lairbag-scoppia-dopo-un-tamponamento-esplosione-fatale-per-un-neonato-di-due-mesi/,www.secoloditalia.it
 TG1 online,"

Incidente stradale a Pisa. Neonato muore per lo scoppio dell'airbag. Il piccolo si trovava sul seggiolino accanto al guidatore.
Valter Rizzo Articolo completo »   Commenti »
 Airbag Toscana Pisa

",2020-02-17,"['Airbag', 'Toscana', 'Pisa']","Incidente, scoppia airbag, muore neonato a Pisa",http://www.rai.tv/dl/RaiTV/programmi/media/ContentItem-fe693946-bf8c-4909-aa38-431366b46863-tg1.html,www.rai.tv
 Quotidianpost,"

Una drammatica tragedia è quella accaduta a Pisa dove un neonato di soli due mesi è morto dopo essere rimasto coinvolto in un incidente stradale con la sua famiglia.
Neonato morto a seguito dello scoppio dell'airbag
I fatti si sono verificati... Articolo completo »   Commenti »
 Toscana Pisa Incidenti Stradali

",2020-02-17,"['Toscana', 'Pisa', 'Incidenti Stradali']",Neonato di due mesi muore dopo lo scoppio dellairbag,https://www.quotidianpost.it/neonato-di-due-mesi-muore-dopo-lo-scoppio-dellairbag/,www.quotidianpost.it
 Il Giornale,"

È finito dietro le sbarre del carcere di Trani, dopo alcuni giorni di serrate indagini, il pregiudicato clandestino di nazionalità marocchina accusato del reato di violenza sessuale commesso su una giovane studentessa a bordo di un treno durante lo... Articolo completo »   Commenti »
 Carceri Inchieste-investigazioni-indagini Pregiudicati

",2020-02-17,"['Carceri', 'Inchieste-investigazioni-indagini', 'Pregiudicati']","Trani, 20enne abusata sul treno, preso magrebino: era stato espulso",https://www.ilgiornale.it/news/cronache/trani-20enne-abusata-sul-treno-preso-magrebino-era-stato-1827893.html,www.ilgiornale.it
 Corriere della Sera,"

Firenze, processo di Appello per la morte della ragazza precipitata dal balcone di un hotel a Palmadi Maiorca. Alessandro Albertoni si difende: «Aveva fumato una canna, non sapeva cosa stesse facendo». Anche Luca Vanneschi nega le accuse Articolo completo »   Commenti »
 Toscana Firenze

",2020-02-17,"['Toscana', 'Firenze']","Morte di Martina Rossi, un imputato: «Nessuna violenza, lei si buttò»",https://www.corriere.it/cronache/20_febbraio_17/morte-martina-rossi-imputato-nessuna-violenza-lei-si-butto-94658bf4-5175-11ea-b3f1-eafceba2b87d.shtml,www.corriere.it
 Corriere della Sera,"

Il bimbo aveva due mesi. Al momento dello scoppio si trovava nell'ovetto sul sedile anteriore. Indagini delle polizia municipale Articolo completo »   Commenti »
 Toscana Pisa Inchieste-investigazioni-indagini Polizia

",2020-02-17,"['Toscana', 'Pisa', 'Inchieste-investigazioni-indagini', 'Polizia']","Incidente a Pisa, scoppia airbag: muore neonato di 2 mesi. Il dispositivo non era disattivato",https://www.corriere.it/cronache/20_febbraio_17/pisa-neonato-morto-l-airbag-esploso-tamponamento-3a6cddf0-516b-11ea-b3f1-eafceba2b87d.shtml,www.corriere.it
 Blitz,"

Martina Rossi, imputato: ""Non morì per sfuggire a una violenza. Avevamo preso droghe, si buttò"" (Foto Ansa)
FIRENZE - ""Avevamo fumato una canna"", ""Martina non sapeva dove si trovasse né cosa stesse facendo"", ""non ci stava di testa"". Lo ha detto uno... Articolo completo »   Commenti »
 Droga Toscana Firenze

",2020-02-17,"['Droga', 'Toscana', 'Firenze']","Martina Rossi, imputato: Non morì per sfuggire a una violenza. Avevamo preso droghe, si buttò",https://www.blitzquotidiano.it/cronaca-italia/martina-rossi-morta-imputato-difesa-3150478/,www.blitzquotidiano.it
 Blitz,"

Bimbi in auto, le regole dicono: in senso inverso, sedile posteriore o airbag disattivato (fonte ANSA)
ROMA - Un neonato di due mesi è morto dopo un tragico incidente a Pisa. Il piccolo viaggiava nell'auto guidata dal padre ed era nell'ovetto, posto... Articolo completo »   Commenti »
 Toscana Pisa

",2020-02-17,"['Toscana', 'Pisa']","Bimbi in auto, le regole dicono: in senso inverso, sedile posteriore o airbag disattivato",https://www.blitzquotidiano.it/motori/bimbi-auto-regole-3150492/,www.blitzquotidiano.it
 Il Giornale,"

Un incubo durato per quasi mezzora, quello vissuto da un anziano durante la tarda serata dello scorso sabato 15 febbraio, sequestrato, legato e malmenato da tre rapinatori nella propria abitazione di Lesignana (frazione della città di Modena), i... Articolo completo »   Commenti »
 Emilia-Romagna Modena

",2020-02-17,"['Emilia-Romagna', 'Modena']","Sequestrato, legato e pestato: furia dei banditi su un 85enne",https://www.ilgiornale.it/news/cronache/modena-85enne-sequestrato-legato-e-picchiato-casa-rapinatori-1828005.html,www.ilgiornale.it
 LaPresse,"

Un neonato di due mesi è morto alle 22.30 di ieri all'ospedale Cisanello di Pisa dove era stato trasportato nel pomeriggio in gravissime condizioni per i traumi riportati in un tamponamento fra tre auto, in via Paradisa. Il piccolo aveva riportato... Articolo completo »   Commenti »
 Toscana Pisa

",2020-02-17,"['Toscana', 'Pisa']","Pisa, esplode un airbag in un tamponamento tra auto: muore un neonato",https://www.lapresse.it/cronaca/pisa_esplode_un_airbag_in_un_tamponamento_tra_auto_muore_un_neonato-2372637/news/2020-02-17/,www.lapresse.it
 Il blog di dagata su intopic.it,"

Si apre airbag dopo un tamponamento, muore un neonato. Il piccolo, di due mesi appena, era nell'ovetto posizionato sul sedile anteriore
Un neonato, che avrebbe compiuto 2 mesi proprio oggi, è morto a Pisa a causa delle gravi ferite riportate in... Articolo completo »   Commenti »
 Toscana Pisa

",2020-02-17,"['Toscana', 'Pisa']","Si Apre Airbag Dopo Un Tamponamento, Muore Un Neonato.",https://www.intopic.it/articolo/304517/,www.intopic.it
 Torresette,"

Un neonato, che avrebbe compiuto 2 mesi proprio oggi, è morto a Pisa a causa delle gravi ferite riportate in un incidente stradale ieri pomeriggio.
Il bimbo viaggiava nell'auto dei familiari (di origini albanesi, ma residenti in Italia) coinvolta... Articolo completo »   Commenti »
 Omicidi Toscana Pisa

",2020-02-17,"['Omicidi', 'Toscana', 'Pisa']","Incidente stradale, scoppia l'airbag e uccide un neonato di 2 mesi",http://www.torresette.news/24-news/2020/02/17/incidente-stradale-scoppia-l-airbag-e-uccide-un-neonato-di-2-mesi,www.torresette.news
 Notizie Oggi 24,"

Una tragedia nella città di Pisa, con un neonato di due mesi che è morto a causa di uno scoppio di un airbag dopo un tamponamento. Ci sarebbe stato un tamponamento tra tre vetture, con l'airbag che sarebbe esploso all'improvviso, colpendo il neonato... Articolo completo »   Commenti »
 Toscana Pisa

",2020-02-17,"['Toscana', 'Pisa']","Pisa, si apre airbag dopo tamponamento: muore neonato",https://www.notizieoggi24.it/2020/02/17/pisa-si-apre-airbag-dopo-tamponamento-muore-neonato/,www.notizieoggi24.it
 La Gazzetta del Mezzogiorno,"

LUCCA, 17 FEB - Una esplosione ha distrutto una casa nei pressi di Lucca, una villetta disabitata in località Pontetetto. Al momento non risultano feriti tra gli abitanti vicini. Sul posto sono accorsi i vigili del Fuoco e i carabinieri per chiarire... Articolo completo »   Commenti »
 Toscana Lucca Vigili Del Fuoco Carabinieri

",2020-02-17,"['Toscana', 'Lucca', 'Vigili Del Fuoco', 'Carabinieri']",Esplosione distrugge villetta a Lucca,https://www.lagazzettadelmezzogiorno.it/news/italia/1206041/esplosione-distrugge-villetta-a-lucca.html,www.lagazzettadelmezzogiorno.it
 Fanpage,"

Alessandro Albertoni, imputato insieme a Luca Vanneschi nel processo d'appello a Firenze per la morte della ventenne genovese precipitata dal terrazzo di una camera di albergo a Palma di Maiorca, ha ribadito la sua innocenza sostenendo che la... Articolo completo »   Commenti »
 Toscana Firenze

",2020-02-17,"['Toscana', 'Firenze']","Morte di Martina Rossi, imputato si difende: ""No violenza, è caduta dal balcone perché aveva fumato""",https://www.fanpage.it/attualita/morte-di-martina-rossi-imputato-si-difende-no-violenza-e-caduta-dal-balcone-perche-aveva-fumato/,www.fanpage.it
 Cronachedi,"

SIENA - Incidente domestico ad Abbadia San Salvatore (Siena) per una 35enne moldava che è rimasta ustionata al volto. Per cause in corso di accertamento, intorno a mezzogiorno, la donna è investita dalle fiamme nel tentativo di accendere una stufa... Articolo completo »   Commenti »
 Toscana Siena

",2020-02-17,"['Toscana', 'Siena']","Siena, tenta di accendere stufa: grave 35enne ustionata al volto",https://cronachedi.it/2020/02/17/siena-tenta-di-accendere-stufa-grave-35enne-ustionata-al-volto/,cronachedi.it
 Telegranducato di Toscana,"

LUCCA - Una esplosione ha distrutto una casa nei pressi di Lucca, una villetta disabitata in località Pontetetto. Sul posto sono accorsi i vigili del Fuoco e i carabinieri per chiarire l'esatta dinamica di quanto accaduto. Tra le prime ipotesi... Articolo completo »   Commenti »
 Toscana Lucca Vigili Del Fuoco Carabinieri

",2020-02-17,"['Toscana', 'Lucca', 'Vigili Del Fuoco', 'Carabinieri']",Esplosione ha distrutto casa disabitata a Lucca,https://www.telegranducato.it/2020/02/17/esplosione-ha-distrutto-casa-disabitata-a-lucca/,www.telegranducato.it
 Fortebraccio,"



Un'altra sentenza, dopo quella contro un albergo di Firenze, che sanziona l'utilizzo di  contratti pirata. E ancora una volta arriva dal tribunale di Firenze che ha condannato la ditta Barbagli (lettura contatori) al risarcimento dei lavoratori e ad... Articolo completo »   Commenti »
 Giustizia Tribunali Toscana Firenze Lavoro

",2020-02-17,"['Giustizia', 'Tribunali', 'Toscana', 'Firenze', 'Lavoro']","Applicava contratto peggiorativo, azienda di lettura contatori condannata dal Tribunale di Firenze....",https://fortebraccionews.wordpress.com/2020/02/17/applicava-contratto-peggiorativo-azienda-di-lettura-contatori-condannata-dal-tribunale-di-firenze-filcams-sentenza-storica/,fortebraccionews.wordpress.com
 Tgcom,"

Pisa, scoppia l'airbag dopo un tamponamento: muore bimbo di due mesi Articolo completo »   Commenti »
 Toscana Pisa

",2020-02-17,"['Toscana', 'Pisa']","Pisa, scoppia l'airbag dopo un tamponamento: muore bimbo di due mesi",https://www.tgcom24.mediaset.it/2020/video/pisa-scoppia-l-airbag-dopo-un-tamponamento-muore-bimbo-di-due-mesi_14938572.shtml,www.tgcom24.mediaset.it
 La Gazzetta dello Sport,"

Per evitare la multa offre salsicce e liquore ai carabinieriL'uomo è stato arrestato. Era stato fermato perché non indossava la cintura di sicurezza Articolo completo »   Commenti »
 Carabinieri Arresti

",2020-02-17,"['Carabinieri', 'Arresti']",Per evitare la multa offre salsicce e liquore ai carabinieri,https://www.gazzetta.it/motori/la-mia-auto/17-02-2020/per-evitare-multa-offre-salsicce-liquore-carabinieri-ma-dai-3601022988288.shtml,www.gazzetta.it
